movie_title,title_year,is_color,aspect_ratio,duration_in_mins,language,country,budget,gross,movie_facebook_likes,cast_total_facebook_likes,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name
Are We There Yet?,2005,1,1.85,95,English,USA,32000000,82301521,773,3558,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,Brian Levant,Nia Long,Tracy Morgan,Jay Mohr
All Hat,2007,1,2.35,89,English,Canada,5000000,,31,2668,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,Leonard Farlinger,Keith Carradine,Gary Farmer,Stephen McHattie
Firefox,1982,1,2.35,136,English,USA,21000000,46700000,0,16805,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,Clint Eastwood,Clint Eastwood,Warren Clarke,Kenneth Colley
Caddyshack,1980,1,1.85,98,English,USA,6000000,39800000,0,14921,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,Harold Ramis,Bill Murray,Rodney Dangerfield,Brian Doyle-Murray
Network,1976,1,1.85,121,English,USA,3800000,,17000,5987,http://www.imdb.com/title/tt0074958/?ref_=fn_tt_tt_1,Sidney Lumet,Robert Duvall,Faye Dunaway,William Holden
Bridge of Spies,2015,1,2.35,142,English,USA,40000000,72306065,55000,16944,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan
Creative Control,2015,1,2.39,97,English,USA,1000000,62480,793,928,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,Benjamin Dickinson,Nora Zehetner,Alexia Rasmussen,Meredith Hagner
Pirate Radio,2009,1,2.35,135,English,UK,,7994115,21000,24316,http://www.imdb.com/title/tt1131729/?ref_=fn_tt_tt_1,Richard Curtis,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge
16 to Life,2009,1,1.78,89,English,USA,1000000,,143,1647,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,Becky Smith,Will Rothhaar,Emily Baldoni,Hallee Hirsh
The True Story of Puss'N Boots,2009,1,,80,English,France,25000000,,90,53,http://www.imdb.com/title/tt1239462/?ref_=fn_tt_tt_1,Jérôme Deschamps,Yolande Moreau,André Wilms,Jérôme Deschamps
Transformers: Revenge of the Fallen,2009,1,2.35,150,English,USA,200000000,402076689,0,3218,http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1,Michael Bay,Glenn Morshower,Kevin Dunn,Ramon Rodriguez
Hollywood Homicide,2003,1,2.35,116,English,USA,75000000,30013346,648,14028,http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1,Ron Shelton,Harrison Ford,Bruce Greenwood,Lena Olin
The Sixth Sense,1999,1,1.85,107,English,USA,40000000,293501675,14000,17540,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams
Psycho,1960,0,1.85,108,English,USA,806947,32000000,18000,1885,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,Alfred Hitchcock,Janet Leigh,Vera Miles,John Gavin
Winter Passing,2005,1,1.85,98,English,USA,3500000,101228,414,20009,http://www.imdb.com/title/tt0380817/?ref_=fn_tt_tt_1,Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts
No Escape,2015,1,1.85,103,English,USA,5000000,27285953,16000,259,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,John Erick Dowdle,Sterling Jerins,Claire Geare,Sahajak Boonthanakit
Boogie Nights,1997,1,2.35,155,English,USA,15000000,26384919,0,3677,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,Paul Thomas Anderson,Don Cheadle,Nicole Ari Parker,Nina Hartley
Little Children,2006,1,2.35,137,English,USA,26000000,5459824,5000,15337,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,Todd Field,Kate Winslet,Noah Emmerich,Jane Adams
Three to Tango,1999,1,1.37,98,English,Australia,20000000,10544143,311,4843,http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1,Damon Santostefano,Matthew Perry,Oliver Platt,David Ramsey
Running Scared,2006,1,2.35,122,English,Germany,17000000,6855137,0,27381,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,Wayne Kramer,Paul Walker,Chazz Palminteri,Ivana Milicevic
The Jackal,1997,1,2.35,124,English,USA,60000000,54910560,0,38227,http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1,Michael Caton-Jones,J.K. Simmons,Bruce Willis,Sophie Okonedo
Seven Pounds,2008,1,2.35,123,English,USA,55000000,69951824,26000,14727,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,Gabriele Muccino,Will Smith,Rosario Dawson,Madison Pettis
The Lost Skeleton of Cadavra,2001,0,1.85,90,English,USA,40000,110536,0,284,http://www.imdb.com/title/tt0307109/?ref_=fn_tt_tt_1,Larry Blamire,Fay Masterson,Brian Howe,Larry Blamire
Clockstoppers,2002,1,1.85,94,English,USA,26000000,36985501,874,3917,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,Jonathan Frakes,Michael Biehn,Paula Garcés,Jason George
The Adventures of Sharkboy and Lavagirl 3-D,2005,1,1.85,93,English,USA,50000000,39177541,0,14899,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,Robert Rodriguez,Taylor Lautner,Kristin Davis,Taylor Dooley
To Die For,1995,1,1.85,106,English,USA,20000000,21200000,1000,3598,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,Gus Van Sant,Kurtwood Smith,Wayne Knight,Holland Taylor
Double Jeopardy,1999,1,2.35,105,English,USA,70000000,116735231,0,2129,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell
No Vacancy,2012,1,,81,English,USA,4000000,,531,609,http://www.imdb.com/title/tt1854582/?ref_=fn_tt_tt_1,Chris Stokes,Kristen Quintrall,Rachel Sterling,Black Thomas
Halloween,1978,1,2.35,101,English,USA,300000,47000000,36000,13200,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles
The Extra Man,2010,1,2.35,108,English,USA,7000000,453079,916,2029,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,Shari Springer Berman,Lynn Cohen,Marian Seldes,Dan Hedaya
How to Lose a Guy in 10 Days,2003,1,1.85,116,English,USA,50000000,105807520,0,14087,http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon
Anchorman 2: The Legend Continues,2013,1,2.35,143,English,USA,50000000,2175312,41000,28176,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell
Jackass Number Two,2006,1,1.85,92,English,USA,,72755517,641,1853,http://www.imdb.com/title/tt0493430/?ref_=fn_tt_tt_1,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius
Happy Feet,2006,1,2.35,108,English,USA,100000000,197992827,0,70996,http://www.imdb.com/title/tt0366548/?ref_=fn_tt_tt_1,George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily
Step Up 3D,2010,1,1.85,107,English,USA,30000000,42385520,16000,4059,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,Jon M. Chu,Alyson Stoner,Stephen Boss,Facundo Lombard
Adventureland,2009,1,1.85,107,English,USA,,16025394,0,18983,http://www.imdb.com/title/tt1091722/?ref_=fn_tt_tt_1,Greg Mottola,Kristen Stewart,Martin Starr,Wendie Malick
Scooby-Doo 2: Monsters Unleashed,2004,1,1.85,93,English,USA,80000000,84185387,567,7800,http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1,Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Tim Blake Nelson
Hurricane Streets,1997,0,1.85,86,English,USA,500000,334041,51,2322,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,Morgan J. Freeman,Edie Falco,Heather Matarazzo,Lynn Cohen
Escape from L.A.,1996,1,2.35,101,English,USA,50000000,25407250,0,15935,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1,John Carpenter,Steve Buscemi,Valeria Golino,Michelle Forbes
Memento,2000,0,2.35,113,English,USA,9000000,25530884,40000,1997,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,Christopher Nolan,Callum Rennie,Thomas Lennon,Jorja Fox
Gran Torino,2008,1,2.35,116,English,USA,33000000,148085755,28000,17347,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,Clint Eastwood,Clint Eastwood,Dreama Walker,Ahney Her
Bad Boys II,2003,1,2.35,147,English,USA,130000000,138396624,0,12954,http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà
Barbershop 2: Back in Business,2004,0,1.85,106,English,USA,18000000,64955956,265,3956,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson
The Greatest Game Ever Played,2005,1,1.85,120,English,USA,,15331289,0,1217,http://www.imdb.com/title/tt0388980/?ref_=fn_tt_tt_1,Bill Paxton,Stephen Dillane,Matthew Knight,Amanda Tilson
Beyond the Black Rainbow,2010,1,2.35,110,English,Canada,1100000,56129,0,645,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,Panos Cosmatos,Chris Gauthier,Marilyn Norry,Eva Bourne
How to Be Single,2016,1,2.35,110,English,USA,38000000,46813366,15000,4882,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,Christian Ditter,Alison Brie,Damon Wayans Jr.,Nicholas Braun
Little White Lies,2010,1,2.35,134,French,France,25000000,183662,0,890,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,Guillaume Canet,François Cluzet,Benoît Magimel,Gilles Lellouche
Driving Lessons,2006,1,1.85,98,English,UK,,238774,864,11703,http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1,Jeremy Brock,Rupert Grint,Julie Walters,Tamsin Egerton
Das Boot,1981,1,1.85,293,German,West Germany,14000000,11433134,11000,469,http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1,Wolfgang Petersen,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer
The Life of David Gale,2003,1,2.35,130,English,USA,50000000,19593740,0,32637,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1,Alan Parker,Kevin Spacey,Kate Winslet,Matt Craven
Monsters vs. Aliens,2009,1,2.35,94,English,USA,175000000,198332128,0,2579,http://www.imdb.com/title/tt0892782/?ref_=fn_tt_tt_1,Rob Letterman,Amy Poehler,Rainn Wilson,Stephen Colbert
Dracula: Pages from a Virgin's Diary,2002,0,1.85,73,English,Canada,1600000,39659,131,21,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,Guy Maddin,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale
The Four Seasons,1981,1,1.85,107,English,USA,,,337,1285,http://www.imdb.com/title/tt0082405/?ref_=fn_tt_tt_1,Alan Alda,Rita Moreno,Len Cariou,Sandy Dennis
Police Academy,1984,1,1.85,96,English,USA,4500000,81200000,0,3113,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,Hugh Wilson,Steve Guttenberg,Bubba Smith,Michael Winslow
Going the Distance,2010,1,2.35,102,English,USA,32000000,17797316,0,2961,http://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1,Nanette Burstein,Rob Riggle,Kelli Garner,Jim Gaffigan
Jack the Giant Slayer,2013,1,2.35,114,English,USA,195000000,65171860,22000,1766,http://www.imdb.com/title/tt1351685/?ref_=fn_tt_tt_1,Bryan Singer,Eddie Marsan,Ewen Bremner,Ralph Brown
Ballistic: Ecks vs. Sever,2002,1,2.35,91,English,USA,70000000,14294842,391,1846,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,Wych Kaosayananda,Talisa Soto,Sandrine Holt,Gregg Henry
Tupac: Resurrection,2003,1,1.85,112,English,USA,,7707563,0,2638,http://www.imdb.com/title/tt0343121/?ref_=fn_tt_tt_1,Lauren Lazin,James Cagney,Gary Coleman,Todd Bridges
Valentine's Day,2010,1,1.85,125,English,USA,52000000,110476776,9000,45696,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway
Flight,2012,1,2.35,138,English,USA,31000000,93749203,64000,20952,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,Robert Zemeckis,Denzel Washington,Bruce Greenwood,Nadine Velazquez
The Trouble with Harry,1955,1,1.5,99,English,USA,1200000,,0,1041,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,Alfred Hitchcock,Jerry Mathers,John Forsythe,Royal Dano
Winnie the Pooh,2011,1,1.85,63,English,USA,30000000,26687172,0,1002,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,Stephen J. Anderson,Craig Ferguson,Robert Lopez,Huell Howser
The Hangover Part II,2011,1,2.35,102,English,USA,80000000,254455986,56000,16143,http://www.imdb.com/title/tt1411697/?ref_=fn_tt_tt_1,Todd Phillips,Bradley Cooper,Mason Lee,Mike Tyson
The Apostle,1997,1,1.85,134,English,USA,5000000,20733485,1000,428,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,Robert Duvall,John Beasley,Todd Allen,June Carter Cash
Good,2008,1,2.35,92,English,UK,15000000,23091,921,11091,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,Vicente Amorim,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh
Robin Hood: Prince of Thieves,1991,1,1.85,155,English,USA,48000000,165500000,0,38518,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott
Ondine,2009,1,1.85,111,English,Ireland,12000000,548934,0,1554,http://www.imdb.com/title/tt1235796/?ref_=fn_tt_tt_1,Neil Jordan,Tony Curran,Stephen Rea,Alicja Bachleda
The Fifth Estate,2013,1,2.35,128,English,USA,28000000,3254172,11000,36337,http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1,Bill Condon,Benedict Cumberbatch,Peter Capaldi,Jamie Blackley
The Three Stooges,2012,1,1.85,92,English,USA,,44328238,13000,6137,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,Bobby Farrelly,Kate Upton,Larry David,Sean Hayes
Ri¢hie Ri¢h,1994,1,1.85,95,English,USA,40000000,38087756,0,4634,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde
A Lot Like Love,2005,1,1.85,107,English,USA,30000000,21835784,0,1095,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,Nigel Cole,Aimee Garcia,Tyrone Giordano,James Read
Shinjuku Incident,2009,,2.35,119,Mandarin,Hong Kong,15000000,,821,996,http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,Tung-Shing Yee,Bingbing Fan,Daniel Wu,Yasuaki Kurata
Trading Places,1983,1,1.85,116,English,USA,,90400000,0,845,http://www.imdb.com/title/tt0086465/?ref_=fn_tt_tt_1,John Landis,Don Ameche,Denholm Elliott,Ralph Bellamy
Leaving Las Vegas,1995,1,1.66,111,English,USA,3600000,31968347,0,14823,http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1,Mike Figgis,Nicolas Cage,Valeria Golino,Julian Sands
Courageous,2011,1,2.35,129,English,USA,2000000,34522221,10000,2300,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,Alex Kendrick,Ben Davies,Alex Kendrick,T.C. Stallings
Muppets Most Wanted,2014,1,1.85,119,English,USA,50000000,51178893,10000,6089,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,James Bobin,Ty Burrell,Tina Fey,Hugh Bonneville
The Cabin in the Woods,2012,1,2.35,95,English,USA,30000000,42043633,66000,29551,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,Drew Goddard,Chris Hemsworth,Bradley Whitford,Kristen Connolly
The Lords of Salem,2012,1,2.35,101,English,USA,2500000,1163508,15000,5158,http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,Rob Zombie,Sid Haig,Dee Wallace,Michael Berryman
She's Out of My League,2010,1,2.35,104,English,USA,20000000,31584722,0,5707,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,Jim Field Smith,Mike Vogel,Kim Shaw,Geoff Stults
That Thing You Do!,1996,1,1.37,149,English,USA,26000000,25809813,0,28713,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1,Tom Hanks,Tom Hanks,Charlize Theron,Ethan Embry
Step Brothers,2008,1,2.35,106,English,USA,65000000,100468793,0,11264,http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1,Adam McKay,Will Ferrell,Adam Scott,Andrea Savage
The Wendell Baker Story,2005,1,2.35,99,English,USA,8000000,127144,143,9608,http://www.imdb.com/title/tt0373445/?ref_=fn_tt_tt_1,Andrew Wilson,Will Ferrell,Eddie Griffin,Jacob Vargas
Mad Max 2: The Road Warrior,1981,0,2.35,87,English,Australia,2000000,9003011,0,1396,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,George Miller,Vernon Wells,Bruce Spence,Kjell Nilsson
Velvet Goldmine,1998,1,1.85,124,English,UK,,1043487,0,24102,http://www.imdb.com/title/tt0120879/?ref_=fn_tt_tt_1,Todd Haynes,Christian Bale,Eddie Izzard,Janet McTeer
Intolerance: Love's Struggle Throughout the Ages,1916,0,1.33,123,,USA,385907,,691,481,http://www.imdb.com/title/tt0006864/?ref_=fn_tt_tt_1,D.W. Griffith,Lillian Gish,Mae Marsh,Walter Long
Home Fries,1998,1,1.85,91,English,USA,15000000,10443316,247,2913,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,Dean Parisot,Catherine O'Hara,Jake Busey,Shelley Duvall
"Hail, Caesar!",2016,1,1.85,106,English,UK,22000000,29997095,23000,38494,http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,Ethan Coen,Scarlett Johansson,Channing Tatum,Alden Ehrenreich
Smokin' Aces,2006,1,2.35,109,English,UK,17000000,35635046,3000,19410,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,Joe Carnahan,Ryan Reynolds,Common,Alex Rocco
From Paris with Love,2010,1,2.35,92,English,France,52000000,23324666,0,488,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1,Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan
Skyline,2010,1,2.35,97,English,USA,10000000,21371425,13000,3679,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,Colin Strause,David Zayas,Donald Faison,Brittany Daniel
Sea of Love,1989,1,1.85,113,English,USA,19000000,58571513,0,15914,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1,Harold Becker,Al Pacino,Michael O'Neill,Ellen Barkin
Sinister 2,2015,1,2.35,97,English,USA,10000000,27736779,13000,2403,http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1,Ciarán Foy,Laila Haley,James Ransone,Jaden Klein
Chariots of Fire,1981,1,1.85,125,English,UK,5500000,58800000,0,1651,http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1,Hugh Hudson,Alice Krige,Ben Cross,John Gielgud
The Day After Tomorrow,2004,1,2.35,124,English,USA,125000000,186739919,19000,20553,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward
I Am Number Four,2011,1,1.85,109,English,USA,60000000,55092830,27000,15608,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1,D.J. Caruso,Alex Pettyfer,Emily Wickersham,Reuben Langdon
Wicker Park,2004,1,2.35,114,English,USA,30000000,12831121,0,1358,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,Paul McGuigan,Jessica Paré,Christopher Cousins,Mark Camacho
Before Sunset,2004,1,1.85,80,English,USA,2700000,5792822,13000,65,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,Richard Linklater,Vernon Dobtcheff,Albert Delpy,Marie Pillet
Race to Witch Mountain,2009,1,2.35,98,English,USA,65000000,67128202,0,14007,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1,Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott
Swing Vote,2008,1,2.35,120,English,USA,21000000,16284360,1000,6212,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1,Joshua Michael Stern,Madeline Carroll,Judge Reinhold,Nathan Lane
An American Carol,2008,1,2.35,83,English,USA,12000000,7001720,797,2907,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,David Zucker,Chriss Anglin,Geoffrey Arend,Gary Coleman
The Helix... Loaded,2005,1,1.78,97,English,USA,1000000,,128,1188,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,A. Raven Cruz,Scott Levy,Vanilla Ice,Jennifer Sky
Runner Runner,2013,1,2.35,88,English,USA,30000000,19316646,0,5706,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,Brad Furman,Justin Timberlake,John Heard,David Costabile
Planet 51,2009,1,2.35,91,English,Spain,70000000,42194060,0,22668,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1,Jorge Blanco,Dwayne Johnson,Gary Oldman,James Corden
Windsor Drive,2015,1,,90,English,USA,100000,,312,3336,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,Natalie Bible',Tommy O'Reilly,Samaire Armstrong,Matt Cohen
Dark Shadows,2012,1,1.85,113,English,USA,100000000,79711678,82000,80849,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee
The Image Revolution,2014,1,,81,English,USA,50000,,83,70,http://www.imdb.com/title/tt2294916/?ref_=fn_tt_tt_1,Patrick Meaney,Taliesin Jaffe,Greg Aronowitz,Jeff Dowd
The Other Guys,2010,1,2.35,116,English,USA,100000000,119219978,16000,20233,http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter
Date Night,2010,1,2.35,101,English,USA,55000000,98711404,0,39822,http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1,Shawn Levy,Mila Kunis,James Franco,Steve Carell
"I, Robot",2004,1,2.35,115,English,USA,120000000,144795350,0,12068,http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1,Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride
Catwoman,2004,1,2.35,87,English,USA,100000000,40198710,0,3144,http://www.imdb.com/title/tt0327554/?ref_=fn_tt_tt_1,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein
Highlander,1986,1,1.85,110,English,UK,16000000,5900000,0,1852,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie
The Dark Knight Rises,2012,1,2.35,164,English,USA,250000000,448130642,164000,106759,http://www.imdb.com/title/tt1345836/?ref_=fn_tt_tt_1,Christopher Nolan,Tom Hardy,Christian Bale,Joseph Gordon-Levitt
Capote,2005,1,2.35,110,English,Canada,7000000,28747570,0,22140,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,Bennett Miller,Philip Seymour Hoffman,Michael J. Burg,Kwesi Ameyaw
Cyrus,2010,1,1.85,91,English,USA,7000000,7455447,0,1136,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1,Jay Duplass,Matt Walsh,Tim Guinee,Katie Aselton
Big Fish,2003,1,1.37,125,English,USA,70000000,66257002,26000,16138,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,Tim Burton,Steve Buscemi,Alison Lohman,Albert Finney
Laws of Attraction,2004,1,2.35,90,English,Ireland,28000000,17848322,702,961,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,Peter Howitt,Frances Fisher,Mike Doyle,Nora Dunn
A Streetcar Named Desire,1951,0,1.37,125,English,USA,1800000,,5000,10570,http://www.imdb.com/title/tt0044081/?ref_=fn_tt_tt_1,Elia Kazan,Marlon Brando,Karl Malden,Kim Hunter
Knockaround Guys,2001,1,2.35,92,English,USA,,11632420,566,15644,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,Brian Koppelman,Vin Diesel,Tom Noonan,Kevin Gage
Killer Joe,2011,1,1.85,98,English,USA,11000000,1987762,12000,11853,http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1,William Friedkin,Matthew McConaughey,Scott A. Martin,Carol Sutton
Stuart Little 2,2002,1,1.85,77,English,USA,120000000,64736114,459,2682,http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith
The Work and the Glory II: American Zion,2005,1,2.35,100,English,USA,6500000,2024854,19,1942,http://www.imdb.com/title/tt0457530/?ref_=fn_tt_tt_1,Sterling Van Wagenen,Emily Podleski,Eric Johnson,Brenda Strong
Interview with the Assassin,2002,1,1.78,88,English,USA,750000,47329,163,243,http://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1,Neil Burger,Raymond J. Barry,Christel Khalil,Renee Faia
Palo Alto,2013,1,1.85,100,English,USA,,750100,0,12234,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,Gia Coppola,James Franco,Nat Wolff,Olivia Crocicchia
Murder by Numbers,2002,1,1.85,115,English,USA,50000000,31874869,0,69211,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,Barbet Schroeder,Ryan Gosling,Chris Penn,Agnes Bruckner
Snow Dogs,2002,1,1.85,99,English,Canada,35000000,81150692,0,2916,http://www.imdb.com/title/tt0281373/?ref_=fn_tt_tt_1,Brian Levant,James Coburn,Nichelle Nichols,M. Emmet Walsh
Jingle All the Way,1996,1,1.85,94,English,USA,60000000,60573641,0,4530,http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1,Brian Levant,Jim Belushi,Harvey Korman,Jake Lloyd
Tarnation,2003,1,1.37,88,English,USA,218,592014,754,78,http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1,Jonathan Caouette,Greg Ayres,Jonathan Caouette,Renee Leblanc
Lady in White,1988,1,1.85,118,English,USA,4700000,1705139,0,2545,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,Frank LaLoggia,Alex Rocco,Lukas Haas,Katherine Helmond
Nothing But a Man,1964,0,,95,English,USA,160000,12438,363,835,http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,Michael Roemer,Yaphet Kotto,Gloria Foster,Ivan Dixon
Cradle Will Rock,1999,1,2.35,132,English,USA,32000000,2899970,625,16878,http://www.imdb.com/title/tt0150216/?ref_=fn_tt_tt_1,Tim Robbins,Bill Murray,Vanessa Redgrave,Emily Watson
May,2002,1,1.85,93,English,USA,500000,145540,0,2489,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,Lucky McKee,James Duval,Will Estes,Nora Zehetner
Passchendaele,2008,1,2.35,114,English,Canada,20000000,,971,3493,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1,Paul Gross,Landon Liboiron,Michael Greyeyes,Caroline Dhavernas
