movie_title,title_year,genres
Beverly Hills Cop III,1994,Thriller
Wah-Wah,2005,Drama
The Bridge of San Luis Rey,2004,Drama
The Bridge of San Luis Rey,2004,Romance
The Perfect Storm,2000,Action
The Perfect Storm,2000,Adventure
The Perfect Storm,2000,Drama
The Perfect Storm,2000,Thriller
Brother,2000,Crime
Brother,2000,Drama
Brother,2000,Thriller
Caravans,1978,Action
Caravans,1978,Adventure
Caravans,1978,History
The Blue Lagoon,1980,Adventure
The Blue Lagoon,1980,Drama
The Blue Lagoon,1980,Romance
Darkness,2002,Horror
The Theory of Everything,2014,Biography
The Theory of Everything,2014,Drama
The Theory of Everything,2014,Romance
Twilight Zone: The Movie,1983,Fantasy
Twilight Zone: The Movie,1983,Horror
Twilight Zone: The Movie,1983,Sci-Fi
Tales from the Hood,1995,Comedy
Tales from the Hood,1995,Horror
Tales from the Hood,1995,Thriller
Mission to Mars,2000,Adventure
Mission to Mars,2000,Sci-Fi
Mission to Mars,2000,Thriller
Pixels,2015,Action
Pixels,2015,Animation
Pixels,2015,Comedy
Pixels,2015,Sci-Fi
Best in Show,2000,Comedy
Transformers: Age of Extinction,2014,Action
Transformers: Age of Extinction,2014,Adventure
Transformers: Age of Extinction,2014,Sci-Fi
The Sweeney,2012,Action
The Sweeney,2012,Crime
The Sweeney,2012,Drama
Because of Winn-Dixie,2005,Comedy
Because of Winn-Dixie,2005,Drama
Because of Winn-Dixie,2005,Family
National Lampoon's Vacation,1983,Adventure
National Lampoon's Vacation,1983,Comedy
Rollerball,2002,Action
Rollerball,2002,Sci-Fi
Rollerball,2002,Sport
Henry V,1989,Action
Henry V,1989,Biography
Henry V,1989,Drama
Henry V,1989,History
Henry V,1989,Romance
Henry V,1989,War
Ghosts of Mississippi,1996,Drama
Ghosts of Mississippi,1996,History
Silent Trigger,1996,Action
Silent Trigger,1996,Drama
Silent Trigger,1996,Thriller
Once Upon a Time in Mexico,2003,Action
Once Upon a Time in Mexico,2003,Crime
Once Upon a Time in Mexico,2003,Thriller
Watchmen,2009,Action
Watchmen,2009,Drama
Watchmen,2009,Mystery
Watchmen,2009,Sci-Fi
Indiana Jones and the Temple of Doom,1984,Action
Indiana Jones and the Temple of Doom,1984,Adventure
Poolhall Junkies,2002,Drama
Poolhall Junkies,2002,Thriller
Mr. Holland's Opus,1995,Drama
Mr. Holland's Opus,1995,Music
One True Thing,1998,Drama
Hackers,1995,Comedy
Hackers,1995,Crime
Hackers,1995,Drama
Hackers,1995,Thriller
Def-Con 4,1985,Action
Def-Con 4,1985,Sci-Fi
Bullets Over Broadway,1994,Comedy
Bullets Over Broadway,1994,Crime
Disturbia,2007,Drama
Disturbia,2007,Mystery
Disturbia,2007,Thriller
Lake of Fire,2006,Documentary
The Greatest Story Ever Told,1965,Biography
The Greatest Story Ever Told,1965,Drama
The Greatest Story Ever Told,1965,History
Ratatouille,2007,Animation
Ratatouille,2007,Comedy
Ratatouille,2007,Family
Ratatouille,2007,Fantasy
I Got the Hook Up,1998,Comedy
Rapa Nui,1994,Action
Rapa Nui,1994,Adventure
Rapa Nui,1994,Drama
Rapa Nui,1994,History
Rapa Nui,1994,Romance
Elektra,2005,Action
Elektra,2005,Crime
Elektra,2005,Fantasy
Elektra,2005,Thriller
Friday the 13th: The Final Chapter,1984,Horror
Friday the 13th: The Final Chapter,1984,Thriller
That's My Boy,2012,Comedy
Pandaemonium,2000,Biography
Pandaemonium,2000,Drama
Police Academy: Mission to Moscow,1994,Comedy
Police Academy: Mission to Moscow,1994,Crime
National Treasure,2004,Action
National Treasure,2004,Adventure
National Treasure,2004,Comedy
National Treasure,2004,Family
National Treasure,2004,Mystery
Flame and Citron,2008,Drama
Flame and Citron,2008,History
Flame and Citron,2008,Thriller
Flame and Citron,2008,War
Ransom,1996,Crime
Ransom,1996,Thriller
The Santa Clause,1994,Comedy
The Santa Clause,1994,Drama
The Santa Clause,1994,Family
The Santa Clause,1994,Fantasy
Screwed,2000,Comedy
Screwed,2000,Crime
Along Came a Spider,2001,Crime
Along Came a Spider,2001,Drama
Along Came a Spider,2001,Thriller
Hitman,2007,Action
Hitman,2007,Crime
Hitman,2007,Drama
Hitman,2007,Thriller
Fateless,2005,Drama
Fateless,2005,Romance
Fateless,2005,War
Revolutionary Road,2008,Drama
Revolutionary Road,2008,Romance
Elite Squad,2007,Action
Elite Squad,2007,Crime
Elite Squad,2007,Drama
Elite Squad,2007,Thriller
Cruel Intentions,1999,Drama
Cruel Intentions,1999,Romance
Wall Street: Money Never Sleeps,2010,Drama
A Christmas Carol,2009,Animation
A Christmas Carol,2009,Drama
A Christmas Carol,2009,Family
A Christmas Carol,2009,Fantasy
Final Destination 5,2011,Horror
The Big Wedding,2013,Comedy
The Quiet,2005,Drama
The Quiet,2005,Thriller
Penguins of Madagascar,2014,Adventure
Penguins of Madagascar,2014,Animation
Penguins of Madagascar,2014,Comedy
Penguins of Madagascar,2014,Family
Brokeback Mountain,2005,Drama
Brokeback Mountain,2005,Romance
The Medallion,2003,Action
The Medallion,2003,Comedy
The Medallion,2003,Fantasy
Tears of the Sun,2003,Action
Tears of the Sun,2003,Drama
Tears of the Sun,2003,Thriller
Tears of the Sun,2003,War
World War Z,2013,Action
World War Z,2013,Adventure
World War Z,2013,Horror
World War Z,2013,Sci-Fi
World War Z,2013,Thriller
Hanging Up,2000,Comedy
Hanging Up,2000,Drama
Up,2009,Adventure
Up,2009,Animation
Up,2009,Comedy
Up,2009,Family
Girl with a Pearl Earring,2003,Biography
Girl with a Pearl Earring,2003,Drama
Girl with a Pearl Earring,2003,Romance
8 Heads in a Duffel Bag,1997,Comedy
8 Heads in a Duffel Bag,1997,Crime
Pearl Harbor,2001,Action
Pearl Harbor,2001,Drama
Pearl Harbor,2001,History
Pearl Harbor,2001,Romance
Pearl Harbor,2001,War
Gerry,2002,Adventure
Gerry,2002,Drama
Gerry,2002,Mystery
License to Wed,2007,Comedy
License to Wed,2007,Romance
Six-String Samurai,1998,Action
Six-String Samurai,1998,Adventure
Six-String Samurai,1998,Comedy
Six-String Samurai,1998,Drama
Six-String Samurai,1998,Music
Six-String Samurai,1998,Sci-Fi
Savage Grace,2007,Drama
Air Force One,1997,Action
Air Force One,1997,Adventure
Air Force One,1997,Drama
Air Force One,1997,Thriller
Mission: Impossible - Rogue Nation,2015,Action
Mission: Impossible - Rogue Nation,2015,Adventure
Mission: Impossible - Rogue Nation,2015,Thriller
I Come with the Rain,2009,Thriller
In the Cut,2003,Mystery
In the Cut,2003,Thriller
Alien Zone,1978,Horror
The Circle,2000,Drama
The Others,2001,Fantasy
The Others,2001,Horror
The Others,2001,Thriller
Ulee's Gold,1997,Drama
Independence Day: Resurgence,2016,Action
Independence Day: Resurgence,2016,Adventure
Independence Day: Resurgence,2016,Sci-Fi
Return to Never Land,2002,Adventure
Return to Never Land,2002,Animation
Return to Never Land,2002,Family
Return to Never Land,2002,Fantasy
Jupiter Ascending,2015,Action
Jupiter Ascending,2015,Adventure
Jupiter Ascending,2015,Sci-Fi
We Own the Night,2007,Crime
We Own the Night,2007,Drama
We Own the Night,2007,Thriller
Brick Mansions,2014,Action
Brick Mansions,2014,Crime
Brick Mansions,2014,Drama
Brick Mansions,2014,Thriller
The Dress,1996,Comedy
The Dress,1996,Drama
Niagara,1953,Crime
Niagara,1953,Film-Noir
Niagara,1953,Thriller
Death Race 2000,1975,Action
Death Race 2000,1975,Comedy
Death Race 2000,1975,Sci-Fi
Death Race 2000,1975,Sport
42,2013,Biography
42,2013,Drama
42,2013,Sport
The Sound of Music,1965,Biography
The Sound of Music,1965,Drama
The Sound of Music,1965,Family
The Sound of Music,1965,Musical
The Sound of Music,1965,Romance
Memoirs of an Invisible Man,1992,Comedy
Memoirs of an Invisible Man,1992,Romance
Memoirs of an Invisible Man,1992,Sci-Fi
Memoirs of an Invisible Man,1992,Thriller
The Bounty,1984,Action
The Bounty,1984,Adventure
The Bounty,1984,Drama
The Bounty,1984,History
The Bounty,1984,Romance
There Be Dragons,2011,Biography
There Be Dragons,2011,Drama
There Be Dragons,2011,War
Courage,2015,Biography
Courage,2015,Drama
Courage,2015,Sport
Knowing,2009,Drama
Knowing,2009,Mystery
Knowing,2009,Sci-Fi
Knowing,2009,Thriller
Star Trek VI: The Undiscovered Country,1991,Action
Star Trek VI: The Undiscovered Country,1991,Adventure
Star Trek VI: The Undiscovered Country,1991,Sci-Fi
Star Trek VI: The Undiscovered Country,1991,Thriller
Gladiator,2000,Action
Gladiator,2000,Drama
Gladiator,2000,Romance
In the Company of Men,1997,Comedy
In the Company of Men,1997,Drama
Yesterday Was a Lie,2008,Drama
Yesterday Was a Lie,2008,Music
Yesterday Was a Lie,2008,Mystery
Yesterday Was a Lie,2008,Romance
Yesterday Was a Lie,2008,Sci-Fi
White Squall,1996,Adventure
White Squall,1996,Drama
Erin Brockovich,2000,Biography
Erin Brockovich,2000,Drama
The Expendables 2,2012,Action
The Expendables 2,2012,Adventure
The Expendables 2,2012,Thriller
The Boss,2016,Comedy
The Conspirator,2010,Crime
The Conspirator,2010,Drama
The Conspirator,2010,History
Stuck on You,2003,Comedy
The Bone Collector,1999,Crime
The Bone Collector,1999,Drama
The Bone Collector,1999,Mystery
The Bone Collector,1999,Thriller
Shipwrecked,1990,Adventure
Shipwrecked,1990,Family
The In Crowd,2000,Drama
The In Crowd,2000,Mystery
The In Crowd,2000,Thriller
The History Boys,2006,Comedy
The History Boys,2006,Drama
Bottle Shock,2008,Comedy
Bottle Shock,2008,Drama
Warcraft,2016,Action
Warcraft,2016,Adventure
Warcraft,2016,Fantasy
Terminator Genisys,2015,Action
Terminator Genisys,2015,Adventure
Terminator Genisys,2015,Sci-Fi
Hav Plenty,1997,Comedy
Ramanujan,2014,Biography
Ramanujan,2014,Drama
Ramanujan,2014,History
The Stewardesses,1969,Comedy
The Stewardesses,1969,Drama
Me and You and Everyone We Know,2005,Comedy
Me and You and Everyone We Know,2005,Drama
Khumba,2013,Adventure
Khumba,2013,Animation
Khumba,2013,Family
Mars Needs Moms,2011,Action
Mars Needs Moms,2011,Adventure
Mars Needs Moms,2011,Animation
Mars Needs Moms,2011,Comedy
Mars Needs Moms,2011,Family
Mars Needs Moms,2011,Sci-Fi
The Prince of Tides,1991,Drama
The Prince of Tides,1991,Romance
Without Men,2011,Comedy
Kiss of the Dragon,2001,Action
Kiss of the Dragon,2001,Crime
Kiss of the Dragon,2001,Drama
Kiss of the Dragon,2001,Thriller
Blade II,2002,Action
Blade II,2002,Horror
Blade II,2002,Sci-Fi
Blade II,2002,Thriller
Footloose,1984,Drama
Footloose,1984,Music
Footloose,1984,Romance
The Hitchhiker's Guide to the Galaxy,2005,Adventure
The Hitchhiker's Guide to the Galaxy,2005,Comedy
The Hitchhiker's Guide to the Galaxy,2005,Sci-Fi
For Your Consideration,2006,Comedy
21 & Over,2013,Comedy
Serial Mom,1994,Comedy
Serial Mom,1994,Crime
Serial Mom,1994,Thriller
Ted 2,2015,Comedy
Devil's Due,2014,Horror
Devil's Due,2014,Mystery
Florence Foster Jenkins,2016,Biography
Florence Foster Jenkins,2016,Comedy
Florence Foster Jenkins,2016,Drama
Florence Foster Jenkins,2016,Music
Florence Foster Jenkins,2016,Romance
Stepmom,1998,Comedy
Stepmom,1998,Drama
Casa de mi Padre,2012,Comedy
Casa de mi Padre,2012,Western
Pirates of the Caribbean: At World's End,2007,Action
Pirates of the Caribbean: At World's End,2007,Adventure
Pirates of the Caribbean: At World's End,2007,Fantasy
Jason X,2001,Action
Jason X,2001,Horror
Jason X,2001,Sci-Fi
Jason X,2001,Thriller
Minions,2015,Action
Minions,2015,Animation
Minions,2015,Comedy
Minions,2015,Family
Minions,2015,Sci-Fi
Chicago,2002,Comedy
Chicago,2002,Crime
Chicago,2002,Musical
Hellboy,2004,Action
Hellboy,2004,Fantasy
Hellboy,2004,Horror
Hellboy,2004,Sci-Fi
Casablanca,1942,Drama
Casablanca,1942,Romance
Casablanca,1942,War
Hardflip,2012,Action
Hardflip,2012,Drama
Tidal Wave,2009,Action
Tidal Wave,2009,Comedy
Tidal Wave,2009,Drama
Tidal Wave,2009,Thriller
The Island of Dr. Moreau,1996,Horror
The Island of Dr. Moreau,1996,Sci-Fi
The Island of Dr. Moreau,1996,Thriller
Wonderland,2003,Crime
Wonderland,2003,Drama
Wonderland,2003,Mystery
Wonderland,2003,Thriller
Chain of Command,2015,Action
Chain of Command,2015,Thriller
Win a Date with Tad Hamilton!,2004,Comedy
Win a Date with Tad Hamilton!,2004,Romance
Mr. Bean's Holiday,2007,Comedy
Mr. Bean's Holiday,2007,Family
As It Is in Heaven,2004,Comedy
As It Is in Heaven,2004,Drama
As It Is in Heaven,2004,Music
As It Is in Heaven,2004,Romance
Ice Age: Dawn of the Dinosaurs,2009,Action
Ice Age: Dawn of the Dinosaurs,2009,Adventure
Ice Age: Dawn of the Dinosaurs,2009,Animation
Ice Age: Dawn of the Dinosaurs,2009,Comedy
Ice Age: Dawn of the Dinosaurs,2009,Family
The Neon Demon,2016,Horror
The Neon Demon,2016,Thriller
The Pirates! Band of Misfits,2012,Adventure
The Pirates! Band of Misfits,2012,Animation
The Pirates! Band of Misfits,2012,Comedy
The Pirates! Band of Misfits,2012,Family
Magic Mike,2012,Comedy
Magic Mike,2012,Drama
Beverly Hills Cop II,1987,Action
Beverly Hills Cop II,1987,Comedy
Beverly Hills Cop II,1987,Crime
Beverly Hills Cop II,1987,Thriller
Crank,2006,Action
Crank,2006,Crime
Crank,2006,Thriller
You've Got Mail,1998,Comedy
You've Got Mail,1998,Drama
You've Got Mail,1998,Romance
Edward Scissorhands,1990,Fantasy
Edward Scissorhands,1990,Romance
Waiting...,2005,Comedy
Double Take,2001,Action
Double Take,2001,Comedy
Double Take,2001,Crime
Double Take,2001,Thriller
Drive,2011,Crime
Drive,2011,Drama
The Internship,2013,Comedy
Hoffa,1992,Biography
Hoffa,1992,Crime
Hoffa,1992,Drama
Monsoon Wedding,2001,Comedy
Monsoon Wedding,2001,Drama
Monsoon Wedding,2001,Romance
The Debt,2010,Drama
The Debt,2010,Thriller
A Serious Man,2009,Comedy
A Serious Man,2009,Drama
Star Wars: Episode II - Attack of the Clones,2002,Action
Star Wars: Episode II - Attack of the Clones,2002,Adventure
Star Wars: Episode II - Attack of the Clones,2002,Fantasy
Star Wars: Episode II - Attack of the Clones,2002,Sci-Fi
The Shaggy Dog,2006,Comedy
The Shaggy Dog,2006,Family
The Shaggy Dog,2006,Fantasy
Lords of London,2014,Crime
Lords of London,2014,Mystery
Lords of London,2014,Thriller
Barbarella,1968,Adventure
Barbarella,1968,Comedy
Barbarella,1968,Fantasy
Barbarella,1968,Sci-Fi
High Road,2011,Comedy
The Hammer,2007,Comedy
The Hammer,2007,Romance
The Hammer,2007,Sport
Kansas City,1996,Crime
Kansas City,1996,Drama
Kansas City,1996,Music
Kansas City,1996,Thriller
Sardaar Ji,2015,Romance
Rocket Singh: Salesman of the Year,2009,Comedy
Rocket Singh: Salesman of the Year,2009,Drama
The Deep End of the Ocean,1999,Drama
Jab Tak Hai Jaan,2012,Drama
Jab Tak Hai Jaan,2012,Romance
The Toxic Avenger Part II,1989,Action
The Toxic Avenger Part II,1989,Comedy
The Toxic Avenger Part II,1989,Horror
The Toxic Avenger Part II,1989,Sci-Fi
The Grudge 2,2006,Horror
The Grudge 2,2006,Thriller
The Geographer Drank His Globe Away,2013,Adventure
The Geographer Drank His Globe Away,2013,Drama
Chain Letter,2009,Horror
Chain Letter,2009,Thriller
3 Backyards,2010,Drama
Eye of the Dolphin,2006,Comedy
Eye of the Dolphin,2006,Drama
Eye of the Dolphin,2006,Family
High Fidelity,2000,Comedy
High Fidelity,2000,Drama
High Fidelity,2000,Music
High Fidelity,2000,Romance
Vamps,2012,Comedy
Vamps,2012,Horror
Vamps,2012,Romance
Red Tails,2012,Action
Red Tails,2012,Adventure
Red Tails,2012,Drama
Red Tails,2012,History
Red Tails,2012,War
The Girl Next Door,2004,Comedy
The Girl Next Door,2004,Drama
The Girl Next Door,2004,Romance
Heavy Metal,1981,Adventure
Heavy Metal,1981,Animation
Heavy Metal,1981,Fantasy
Heavy Metal,1981,Horror
Heavy Metal,1981,Sci-Fi
Daylight,1996,Action
Daylight,1996,Adventure
Daylight,1996,Drama
Daylight,1996,Thriller
About Schmidt,2002,Comedy
About Schmidt,2002,Drama
Big Eyes,2014,Biography
Big Eyes,2014,Crime
Big Eyes,2014,Drama
Big Eyes,2014,Romance
Freaky Deaky,2012,Comedy
Freaky Deaky,2012,Crime
Freaky Deaky,2012,Thriller
The Work and the Glory,2004,Drama
The Work and the Glory,2004,Romance
Shrek 2,2004,Adventure
Shrek 2,2004,Animation
Shrek 2,2004,Comedy
Shrek 2,2004,Family
Shrek 2,2004,Fantasy
Shrek 2,2004,Romance
Beverly Hills Chihuahua,2008,Adventure
Beverly Hills Chihuahua,2008,Comedy
Beverly Hills Chihuahua,2008,Drama
Beverly Hills Chihuahua,2008,Family
Beverly Hills Chihuahua,2008,Romance
Coraline,2009,Animation
Coraline,2009,Family
Coraline,2009,Fantasy
Outbreak,1995,Action
Outbreak,1995,Drama
Outbreak,1995,Thriller
Slam,1998,Drama
Miss March,2009,Comedy
Miss March,2009,Romance
The Legend of Zorro,2005,Action
The Legend of Zorro,2005,Adventure
The Legend of Zorro,2005,Western
Duma,2005,Adventure
Duma,2005,Drama
Duma,2005,Family
Fast Five,2011,Action
Fast Five,2011,Crime
Fast Five,2011,Thriller
Nutty Professor II: The Klumps,2000,Comedy
Nutty Professor II: The Klumps,2000,Romance
Nutty Professor II: The Klumps,2000,Sci-Fi
Charlie's Angels: Full Throttle,2003,Action
Charlie's Angels: Full Throttle,2003,Adventure
Charlie's Angels: Full Throttle,2003,Comedy
Charlie's Angels: Full Throttle,2003,Crime
Shine,1996,Biography
Shine,1996,Drama
Shine,1996,Music
Shine,1996,Romance
Free State of Jones,2016,Action
Free State of Jones,2016,Biography
Free State of Jones,2016,Drama
Free State of Jones,2016,History
Free State of Jones,2016,War
Guess Who,2005,Comedy
Guess Who,2005,Romance
The Rookie,2002,Drama
The Rookie,2002,Family
The Rookie,2002,Sport
RED 2,2013,Action
RED 2,2013,Comedy
RED 2,2013,Crime
RED 2,2013,Thriller
The Cat in the Hat,2003,Adventure
The Cat in the Hat,2003,Comedy
The Cat in the Hat,2003,Family
The Cat in the Hat,2003,Fantasy
Halloween 5,1989,Horror
Halloween 5,1989,Thriller
Meet the Spartans,2008,Comedy
House of Wax,2005,Horror
Random Hearts,1999,Drama
Random Hearts,1999,Mystery
Random Hearts,1999,Romance
Winter in Wartime,2008,Drama
Winter in Wartime,2008,History
Winter in Wartime,2008,War
Cop Land,1997,Crime
Cop Land,1997,Drama
Cop Land,1997,Thriller
The Lucky One,2012,Drama
The Lucky One,2012,Romance
Gone in Sixty Seconds,2000,Action
Gone in Sixty Seconds,2000,Crime
Gone in Sixty Seconds,2000,Thriller
Never Again,2001,Comedy
Never Again,2001,Romance
The Fugitive,1993,Action
The Fugitive,1993,Adventure
The Fugitive,1993,Crime
The Fugitive,1993,Drama
The Fugitive,1993,Mystery
The Fugitive,1993,Thriller
Alias Betty,2001,Comedy
Alias Betty,2001,Crime
Alias Betty,2001,Drama
Alias Betty,2001,Romance
Alias Betty,2001,Thriller
Grand Theft Parsons,2003,Adventure
Grand Theft Parsons,2003,Comedy
Grand Theft Parsons,2003,Drama
Nurse Betty,2000,Comedy
Nurse Betty,2000,Crime
Nurse Betty,2000,Drama
Whatever It Takes,2000,Comedy
Whatever It Takes,2000,Drama
Whatever It Takes,2000,Romance
Auto Focus,2002,Biography
Auto Focus,2002,Crime
Auto Focus,2002,Drama
Valiant,2005,Adventure
Valiant,2005,Animation
Valiant,2005,Comedy
Valiant,2005,Family
Valiant,2005,War
The Muppets,2011,Adventure
The Muppets,2011,Comedy
The Muppets,2011,Family
The Muppets,2011,Musical
102 Dalmatians,2000,Adventure
102 Dalmatians,2000,Comedy
102 Dalmatians,2000,Family
Bulletproof Monk,2003,Action
Bulletproof Monk,2003,Comedy
Bulletproof Monk,2003,Fantasy
"Crazy, Stupid, Love.",2011,Comedy
"Crazy, Stupid, Love.",2011,Drama
"Crazy, Stupid, Love.",2011,Romance
Mooz-Lum,2010,Drama
Mooz-Lum,2010,Family
Vampire in Brooklyn,1995,Comedy
Vampire in Brooklyn,1995,Fantasy
Vampire in Brooklyn,1995,Horror
Vampire in Brooklyn,1995,Romance
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Action
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Adventure
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Comedy
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Sci-Fi
Jesus' Son,1999,Drama
Man of Steel,2013,Action
Man of Steel,2013,Adventure
Man of Steel,2013,Fantasy
Man of Steel,2013,Sci-Fi
Blazing Saddles,1974,Comedy
Blazing Saddles,1974,Western
Vampire Killers,2009,Action
Vampire Killers,2009,Comedy
Vampire Killers,2009,Fantasy
Vampire Killers,2009,Horror
Give Me Shelter,2014,Documentary
Mirror Mirror,2012,Adventure
Mirror Mirror,2012,Comedy
Mirror Mirror,2012,Drama
Mirror Mirror,2012,Family
Mirror Mirror,2012,Fantasy
Apocalypto,2006,Action
Apocalypto,2006,Adventure
Apocalypto,2006,Drama
Apocalypto,2006,Thriller
Cirque du Freak: The Vampire's Assistant,2009,Action
Cirque du Freak: The Vampire's Assistant,2009,Adventure
Cirque du Freak: The Vampire's Assistant,2009,Fantasy
Cirque du Freak: The Vampire's Assistant,2009,Thriller
Childless,2008,Drama
Stuart Little,1999,Adventure
Stuart Little,1999,Comedy
Stuart Little,1999,Family
Stuart Little,1999,Fantasy
Born on the Fourth of July,1989,Biography
Born on the Fourth of July,1989,Drama
Born on the Fourth of July,1989,War
Blue Ruin,2013,Crime
Blue Ruin,2013,Drama
Blue Ruin,2013,Thriller
Elizabeth: The Golden Age,2007,Biography
Elizabeth: The Golden Age,2007,Drama
Elizabeth: The Golden Age,2007,History
Elizabeth: The Golden Age,2007,War
Men with Brooms,2002,Comedy
Men with Brooms,2002,Drama
Men with Brooms,2002,Romance
Men with Brooms,2002,Sport
Bon Cop Bad Cop,2006,Action
Bon Cop Bad Cop,2006,Comedy
Bon Cop Bad Cop,2006,Crime
Bon Cop Bad Cop,2006,Thriller
Lights Out,2016,Horror
Bride Wars,2009,Comedy
Bride Wars,2009,Romance
Kingdom of the Spiders,1977,Horror
Kingdom of the Spiders,1977,Sci-Fi
The Cold Light of Day,2012,Action
The Cold Light of Day,2012,Thriller
Soul Survivors,2001,Drama
Soul Survivors,2001,Horror
Soul Survivors,2001,Mystery
Soul Survivors,2001,Thriller
Kama Sutra: A Tale of Love,1996,Crime
Kama Sutra: A Tale of Love,1996,Drama
Kama Sutra: A Tale of Love,1996,History
Kama Sutra: A Tale of Love,1996,Romance
Sanctuary; Quite a Conundrum,2012,Comedy
Sanctuary; Quite a Conundrum,2012,Horror
Sanctuary; Quite a Conundrum,2012,Thriller
Trippin',1999,Comedy
The Knife of Don Juan,2013,Comedy
The Knife of Don Juan,2013,Drama
R.L. Stine's Monsterville: The Cabinet of Souls,2015,Comedy
Beyond Borders,2003,Adventure
Beyond Borders,2003,Drama
Beyond Borders,2003,Romance
Beyond Borders,2003,War
Journey to Saturn,2008,Action
Journey to Saturn,2008,Adventure
Journey to Saturn,2008,Animation
Journey to Saturn,2008,Comedy
Journey to Saturn,2008,Sci-Fi
The Adventures of Ford Fairlane,1990,Action
The Adventures of Ford Fairlane,1990,Adventure
The Adventures of Ford Fairlane,1990,Comedy
The Adventures of Ford Fairlane,1990,Crime
The Adventures of Ford Fairlane,1990,Music
The Adventures of Ford Fairlane,1990,Mystery
"Crouching Tiger, Hidden Dragon",2000,Action
"Crouching Tiger, Hidden Dragon",2000,Drama
"Crouching Tiger, Hidden Dragon",2000,Romance
Brooklyn,2015,Drama
Brooklyn,2015,Romance
Swimming Pool,2003,Crime
Swimming Pool,2003,Drama
Swimming Pool,2003,Mystery
Swimming Pool,2003,Thriller
Monster House,2006,Animation
Monster House,2006,Comedy
Monster House,2006,Family
Monster House,2006,Fantasy
Monster House,2006,Mystery
Losin' It,1983,Comedy
Losin' It,1983,Drama
Losin' It,1983,Family
The Usual Suspects,1995,Crime
The Usual Suspects,1995,Drama
The Usual Suspects,1995,Mystery
The Usual Suspects,1995,Thriller
Forget Me Not,2009,Horror
Forget Me Not,2009,Romance
Forget Me Not,2009,Thriller
Untraceable,2008,Crime
Untraceable,2008,Drama
Untraceable,2008,Thriller
Away We Go,2009,Comedy
Away We Go,2009,Drama
Away We Go,2009,Romance
Pathology,2008,Crime
Pathology,2008,Horror
Pathology,2008,Thriller
Ella Enchanted,2004,Comedy
Ella Enchanted,2004,Family
Ella Enchanted,2004,Fantasy
Ella Enchanted,2004,Romance
House of 1000 Corpses,2003,Horror
Jimmy and Judy,2006,Crime
Jimmy and Judy,2006,Drama
Jimmy and Judy,2006,Thriller
Do You Believe?,2015,Drama
Daddy Day Camp,2007,Comedy
Daddy Day Camp,2007,Family
Sorority Boys,2002,Comedy
Stan Helsing,2009,Comedy
Stan Helsing,2009,Horror
Christmas with the Kranks,2004,Comedy
Christmas with the Kranks,2004,Family
The Ghost Writer,2010,Mystery
The Ghost Writer,2010,Thriller
Ace Ventura: Pet Detective,1994,Comedy
Molly,1999,Comedy
Molly,1999,Drama
Molly,1999,Romance
Kate & Leopold,2001,Comedy
Kate & Leopold,2001,Fantasy
Kate & Leopold,2001,Romance
All Good Things,2010,Crime
All Good Things,2010,Drama
All Good Things,2010,Mystery
All Good Things,2010,Romance
All Good Things,2010,Thriller
A Shine of Rainbows,2009,Drama
A Shine of Rainbows,2009,Family
The Green Hornet,2011,Action
The Green Hornet,2011,Comedy
The Green Hornet,2011,Crime
The Green Hornet,2011,Sci-Fi
The Green Hornet,2011,Thriller
The Kids Are All Right,2010,Comedy
The Kids Are All Right,2010,Drama
Summer Catch,2001,Comedy
Summer Catch,2001,Drama
Summer Catch,2001,Romance
Summer Catch,2001,Sport
Perfect Cowboy,2014,Drama
Stone Cold,1991,Action
Stone Cold,1991,Crime
Stone Cold,1991,Drama
Stone Cold,1991,Thriller
Monkeybone,2001,Animation
Monkeybone,2001,Comedy
Monkeybone,2001,Fantasy
Archaeology of a Woman,2012,Drama
Anonymous,2011,Drama
Anonymous,2011,History
Anonymous,2011,Thriller
Frequency,2000,Crime
Frequency,2000,Drama
Frequency,2000,Mystery
Frequency,2000,Sci-Fi
Frequency,2000,Thriller
The Age of Adaline,2015,Drama
The Age of Adaline,2015,Fantasy
The Age of Adaline,2015,Romance
Star Trek: Insurrection,1998,Action
Star Trek: Insurrection,1998,Adventure
Star Trek: Insurrection,1998,Sci-Fi
Star Trek: Insurrection,1998,Thriller
Why Did I Get Married Too?,2010,Comedy
Why Did I Get Married Too?,2010,Drama
Why Did I Get Married Too?,2010,Romance
Flyboys,2006,Action
Flyboys,2006,Adventure
Flyboys,2006,Drama
Flyboys,2006,History
Flyboys,2006,Romance
Flyboys,2006,War
"Dude, Where's My Car?",2000,Comedy
"Dude, Where's My Car?",2000,Mystery
Closer,2004,Drama
Closer,2004,Romance
Enter the Dangerous Mind,2013,Thriller
The Interpreter,2005,Crime
The Interpreter,2005,Mystery
The Interpreter,2005,Thriller
Ender's Game,2013,Action
Ender's Game,2013,Sci-Fi
The Green Mile,1999,Crime
The Green Mile,1999,Drama
The Green Mile,1999,Fantasy
The Green Mile,1999,Mystery
The Bridges of Madison County,1995,Drama
The Bridges of Madison County,1995,Romance
Love Letters,1983,Drama
Love Letters,1983,Romance
Hard to Be a God,2013,Drama
