actor_facebook_likes,actor_name
2000,Miranda Cosgrove
263,J.T. Walsh
433,Jed Brophy
606,DeForest Kelley
8,Tammy Davis
438,Sprague Grayden
721,Michael Berryman
352,Paterson Joseph
212,Steven Waddington
12,Atsuko Maeda
6,Consuelo Gómez
69,Howard Caine
142,Persis Khambatta
22000,Peter Dinklage
105,Lydia Wilson
85,John Colicos
687,Fiona Shaw
128,Michael Derek
473,Paul Sheehan
413,Jeremy Sande
104,Bryan Dick
192,Tammy Blanchard
355,Vanesa Tomasino
447,Cécile De France
75,Rebecca Dayan
450,John Larroquette
50,Unax Ugalde
543,Derek Luke
99,Olivia DeJonge
21,Dick Cheney
11000,Zooey Deschanel
102,Josh Stamberg
730,Morgan Fairchild
869,Milos Forman
424,Jim Rash
9,Hanaa Bouchaib
378,Scott Cohen
18,Herbert Grönemeyer
509,Jessica Tandy
214,Corbin Allred
15,Damian Jewan Lee
334,Bill Maher
163,Sariann Monaco
165,Elise Neal
969,Taylor Cole
370,Paul T. Taylor
281,Laurence Fox
553,Donna Murphy
636,Kevin Peter Hall
332,Robert Pine
324,Pamela Reed
329,Katherine LaNasa
129,Monica Barladeanu
480,Douglas Smith
67,Vauxhall Jermaine
81,Griffin Cleveland
24,Samantha Buck
364,Allen Payne
535,Gene Tierney
158,Sven-Ole Thorsen
249,George Harris
10000,Emilia Clarke
188,Melora Walters
184,Derek Wayne Johnson
34,Romane Bohringer
278,Michael Beck
87,Zak Penn
78,Francesca Rettondini
24,Kieu Chinh
19000,Katherine McNamara
412,George Wendt
392,Skye McCole Bartusiak
36,Maria Schrader
4,Glenn Erland Tosterud
578,Joaquim de Almeida
920,Michael Gough
19000,Tom Selleck
19,Dan Novy
898,Jason Mewes
194,Michael Nardone
265,Susanna Thompson
0,Donald Austin
537,Sean Huze
82,Antonio de la Torre
0,Matthew Macfadyen
21,Amber Armstrong
434,Christopher Nicholas Smith
7,Alan David
1000,Raul Julia
74,Sara Forestier
593,Margot Kidder
87,Jasmine Trinca
61,Cynthia Geary
366,Jesse Jane
724,Emraan Hashmi
363,Brad William Henke
634,Ted Raimi
10,Ahmed Hassan
55,Darwin Shaw
14000,Milla Jovovich
392,Keegan Connor Tracy
759,Diedrich Bader
196,Amanda Troop
221,Bernardo Saracino
84,John Lucas
5,Sigríður María Egilsdóttir
898,Sid Caesar
572,Isabelle Adjani
29,Eric Elmosnino
236,John Newton
68,Karin Viard
65,Elizabeth Berrington
362,Taylor Handley
625,Cecilia Pillado
233,Nichola Burley
401,Dave Foley
71,Cara Seymour
39,Cree Kelly
159,Sam Lloyd
253,Andrea Frankle
382,Adam DiMarco
56,Jeffrey Garcia
640,Bruce Boxleitner
873,Michael Imperioli
317,Adrian Lester
964,Sebastian Roché
98,Fana Mokoena
394,James Martin Kelly
375,Josh Robert Thompson
164,Jean-Hugues Anglade
748,Ben Mendelsohn
14,Sarah Murphy-Dyson
55,Wai-Keung Lau
22,Luisa Ranieri
343,Aisha Hinds
3,Marie Pillet
13000,Sylvester Stallone
99,Erin Fitzgerald
0,Ariel Hsing
260,Matt Servitto
447,Yvette Nicole Brown
194,Stanley B. Herman
2000,Quvenzhané Wallis
10,Matty Rich
53,Ohad Knoller
83,Kenneth Williams
30,Lior Ashkenazi
2,Simon Baron-Cohen
61,Julia Jentsch
846,Walter Hendrix III
258,Arly Jover
322,Shaun Sipos
247,Hugh O'Brian
85,Kazunari Ninomiya
72,Adrienne Pickering
255,Aleksa Palladino
48,Ellen Ross
663,Bianca Brigitte VanDamme
35,Fedor Bondarchuk
84,Rick Dial
358,Richard Wilson
844,Charlotte Rampling
356,Dominique McElligott
20,G.W. Krauss
152,Cherami Leigh
249,Tiffany Dupont
17,Eve Ensler
49,Kate Graham
257,Ben Crompton
49,Jo Hartley
390,Andrew Bryniarski
68,Charlie Yeung
1000,Raven-Symoné
201,Tom Burke
161,Clyde Kusatsu
15,François Bégaudeau
432,Carmine Giovinazzo
489,Bree Turner
178,Matisyahu
91,Jason Trost
360,Gian Maria Volontè
882,Charlie Rowe
8,G.J. Echternkamp
799,Bob Saget
171,Diane Venora
227,Theresa Merritt
8,Albert Delpy
19,David Douglas
0,Summer Napoles
635,Osric Chau
216,Domenick Lombardozzi
355,Chris Marquette
7,Sarunyu Wongkrachang
196,J.D. Williams
672,Raymond Cruz
3000,Brendan Fraser
18,Shobu Kapoor
733,Lukas Haas
650,Tate Donovan
293,Josh Meyers
78,Bill Hickman
330,Marshall Allman
309,La'Princess Jackson
102,Richard Jaeckel
26,Lloyd Avery II
739,Grey Griffin
10,Patrick O'Donnell
526,Chris Owen
970,Lindsay Wagner
476,Gina Bellman
731,Kari J. Kramer
866,Henry Ian Cusick
377,Richard Anderson
0,Anna Vareschi
422,Sandra Echeverría
575,Lloyd Bridges
698,Jack O'Connell
3000,Mia Wasikowska
397,Rachel Alig
982,John Amos
982,Don Johnson
357,Jaqueline Fleming
23,Keith Hudson
30,Marina Golbahari
964,Catherine Deneuve
188,Charles Martin Smith
1000,Emmanuelle Vaugier
507,Johnny Walter
716,Paris Hilton
145,Uday Chopra
1000,Eileen Brennan
322,Stephanie March
191,Thekla Reuten
933,Connie Nielsen
445,Max Adler
125,Jay Laga'aia
521,Ludivine Sagnier
346,Robert Taylor
71,Louis Mustillo
722,Matt Lucas
590,Patrick Renna
330,Gabrielle Carteris
186,Lambert Wilson
64,Marie Gillain
182,Bill Nunn
81,John Gilbert
496,Mika Boorem
431,Tessa Thompson
44,Larry Mullen Jr.
94,Nicole Dionne
664,Elizabeth Perkins
77,Bobby Brown
22,Tony Alva
5,Cat Ly
491,Rachel Blanchard
484,June Foray
883,Irvin Kershner
87000,Jimmy Bennett
6,Mai Charoenpura
3000,Adam Scott
931,Erika Christensen
2000,Sharlto Copley
48,Blanchard Ryan
11,Tyrone Keogh
149,Michelle Krusiec
970,Melissa Benoist
180,Kathleen Rose Perkins
231,Neil Hopkins
576,Peter Krause
845,Vincent Kartheiser
83,Aries Spears
102,Danny Sapani
1000,Busy Philipps
962,Thomas McDonell
635,Moises Arias
1000,Qi Shu
413,Gia Mantegna
967,Wayne Knight
137,Alex McArthur
628,Beth Grant
211,Ebon Moss-Bachrach
865,Omar Epps
84,Evan Parke
613,Ivan Sergei
51,Anil Kumar
631,Warren Beatty
129,Timothy Van Patten
531,Graham McTavish
31,Ximena Ayala
15,André Ramiro
16,Shinobu Terajima
447,Noah Lomax
389,Jennifer Freeman
443,David Ogden Stiers
799,Brad Garrett
511,Gabriel Iglesias
529,Heather Matarazzo
511,Lee Armstrong
2000,Alexa PenaVega
308,Amir Talai
560,Daniel Cudmore
168,David Threlfall
144,Sarah Kazemy
407,Sean Whalen
500,Charles Baker
953,Doug E. Doug
293,Steven Berkoff
83,Mark De Alessandro
20000,Derick Martini
132,Junix Inocian
827,Ricardo Darín
185,Jacqueline McKenzie
227,Jimi Hendrix
826,Mitch Pileggi
390,Terry Walters
99,Sarah Solemani
492,Amy Schumer
52,Eleanor Bron
233,Joe Cole
13000,Bruce Willis
431,Hugh Dillon
111,Diana Vickers
88,Ariana Neal
748,Sarah Carter
459,J.J. Cohen
303,Ben Cross
238,Al Sapienza
399,Kayla Ewell
203,Tucker Albrizzi
93,Bill Farmer
368,Laura Spencer
51,Paul Brooke
15,Claudette Lalí
51,David Heyman
87,Max Wright
172,Dany Boon
194,Sam Anderson
331,Thomas Middleditch
2000,Toby Jones
5,Takeshi Kusao
794,Tina Turner
188,Rebecca Black
22,Gastón Pauls
511,Christopher Atkins
8,Stanley Blystone
340,Quincy Jones
231,Anne-Marie Duff
919,William Smith
487,Matt Cohen
460,Atom Egoyan
522,Angell Conwell
826,Hal Holbrook
568,Miranda Otto
39,Michael C. Williams
745,Vernon Wells
172,Jake Sandvig
0,Hugh Ducklow
35,Amidou
510,John Kapelos
289,Alicja Bachleda
26,Sienna Beckman
113,Sean Rogerson
199,Ralph Bellamy
142,Marilyn Rising
46,Deborah Mailman
203,Elaine Cassidy
426,Louise Brooks
359,Exie Booker
40000,Johnny Depp
574,Seth Gabel
163,Leehom Wang
919,Jeff Kober
1000,Emily Podleski
541,Lena Olin
354,Anneliese van der Pol
0,David Chandler
433,Misha Gabriel Hamilton
110,Neville Brand
51,Patrick Cronin
300,John Carradine
436,Cedric the Entertainer
67,Nancy Kyes
707,Shelley Hennig
27,Julie R. Ølgaard
172,Rick Rossovich
93,Tamar Novas
195,Louis Ozawa Changchien
833,Noel Fisher
804,Vanessa Lengies
67,John Randolph
449,Charles Grodin
605,Peter Serafinowicz
252,Melinda Dillon
547,Geoffrey Holder
252,Julianne Gabert
365,Anders Holm
534,Charles S. Dutton
194,Matt Stone
222,Harold Gould
39,Valérie Lemercier
423,Joey Slotnick
255,Ken Takakura
3,Laurent Poitrenaux
7,Eduard Fernández
202,Leo Fitzpatrick
56,Merab Ninidze
782,Ruby Dee
12000,Jeff Bridges
27,Mohammad Amir Naji
503,Elizabeth Stenholt
380,Claudette Colbert
158,Patrick Bauchau
132,Sam McMurray
441,Marc John Jefferies
471,Marshal Hilton
7,Anna Katharina Schwabroh
3000,Justin Timberlake
9,Zinedine Soualem
367,Shelley Winters
21,Lia Tucker
0,Chin-Chien Chang
131,Krysta Rodriguez
398,Kang-ho Song
209,Jessica Hecht
11000,Harold Ramis
586,David Suchet
209,Alexa Havins
595,Trevor Morgan
34,Michael Elphick
10,Damián Delgado
147,Paul Ogola
5,Jun Kunimura
209,Angela Cartwright
272,Jim Meskimen
797,Eva Amurri Martino
189,Jenny O'Hara
85,Timothée Chalamet
431,Matthew Emerick
884,Sarah Roemer
71,Prabhudheva
625,Lupe Ontiveros
177,Michael Smiley
405,Paul McGillion
240,Monique Gabriela Curnen
828,Reggie Lee
555,Tom Hollander
417,Aditya Roy Kapoor
93,Christopher Cousins
436,Frank Whaley
94,Albert Salmi
920,Craig Roberts
1000,Laila Haley
10000,William McNamara
40,Ayush Mahesh Khedekar
798,Danny Dyer
416,Glenn Ford
4,Milan Lasica
100,Steve Pemberton
0,Ana Vatamanu
245,Sonja Sohn
403,Brion James
185,Mary Astor
857,Billy Boyd
425,Mackenzie Phillips
258,Marcel Iures
96,Steve James
154,Fann Wong
22,Al Cliver
963,Michael Kelly
979,Chazz Palminteri
2000,Tina Fey
148,Calvin Lockhart
5,Hilda Bernard
51,Dermot Crowley
80,Austin Lyon
578,Jenifer Lewis
488,Donna Reed
804,Rita Moreno
676,Brian Austin Green
230,Stephen Marcus
183,James Brown
271,Miguel A. Núñez Jr.
71,Claudia Ferri
28,Joanne Samuel
907,John Karyus
58,Vanessa Aspillaga
452,Gary Weeks
936,Dean Stockwell
1000,John Ratzenberger
309,Betsy Palmer
5,Ahmet Ertegun
472,John Simm
258,Mark Christopher Lawrence
432,Ocean James
291,Gina McKee
480,Carroll O'Connor
53,Jamison Stalsworth
274,Jaime Camil
311,Drew Carey
264,Martin Clunes
32,Adam Trese
10,Saul Stein
34,Dean Andrews
22,Angus Barnett
538,Ed Quinn
808,Rene Russo
393,Ward G. Smith
732,Cyndi Lauper
188,Melvil Poupaud
33000,Ryan Gosling
271,Cynthia Stevenson
861,Tina Gilton
316,Ron Palillo
237,Mel Rodriguez
275,Lionel Barrymore
585,Ben Daniels
5,Barry Lynch
393,Campbell Scott
159,Manny Perez
66,Betsy Baker
51,Elea Oberon
281,Traci Dinwiddie
591,Carlos Ponce
34000,Sunil Narkar
10,Daoming Chen
456,Caroline Munro
632,Corbin Bleu
230,Lynne Thigpen
0,Don Brooks
1000,Michael Aaron Milligan
253,Mackenzie Gray
280,Jane Adams
19000,Benedict Cumberbatch
284,Mithun Chakraborty
956,Sophia Myles
1000,Leslie Bibb
20,Michael Cortez
112,Vernee Watson
442,Mark Webber
193,Kim Director
274,Eric Lange
400,Aunjanue Ellis
670,Elaine Hendrix
0,Eva Carrozza
156,John Reardon
15,Na'Blonka Durden
810,Matthew Modine
159,Melissa Sagemiller
308,David Agranov
444,Lee Tergesen
78,Marta Etura
273,Keir Dullea
3,Jerry Brown
5000,Jim Sturgess
597,Ali Hillis
48,Collin Alfredo St. Dic
21,Roxane Duran
723,Costas Mandylor
210,Luke Kirby
632,Samantha Morton
46,Amber Marie Bollinger
566,Ted Cassidy
91,Victor Zinck Jr.
202,José Ferrer
17,Donald Rumsfeld
154,Gerardo Taracena
893,Elizabeth Berkley
130,Ronee Collins
29000,Leonardo DiCaprio
610,Ariana Richards
594,Sally Hawkins
38,Saul Williams
236,James Burnett
90,Ritchie Montgomery
386,Will Rothhaar
497,Philip Baker Hall
8,Félix Moati
12,Karen Pittman
809,Romain Duris
2000,Matthew Broderick
6,Judith Hill
427,Morgan Saylor
935,Kane Hodder
106,Shaun O'Hagan
200,Rekha
870,Tim Conway
407,Frances Bavier
20,Gauhar Khan
560,Gilbert Gottfried
422,Jean Simmons
109,Mani Bharathi
240,Sydney Penny
6,Jade Kindar-Martin
161,John Lynch
19,Nels Lennarson
329,Kirby Bliss Blanton
1000,Christopher Lambert
95,Ed Stoppard
145,Olivia Crocicchia
38,Jessica Mauboy
476,Michaela McManus
394,Melina Kanakaredes
722,Sean Pertwee
559,Brad James
699,Eddie Spears
230,Shawn Doyle
502,Mckenna Grace
63,Zen McGrath
34,Peter Polycarpou
722,Kristin Davis
467,Christa Miller
5000,Jet Li
28,Michel Simon
563,David Keith
826,Nia Long
465,John Enos III
226,Brock Peters
287,Daniel Mays
633,Lane Smith
643,Walter Koenig
77,Jacob Hopkins
68,David Alan Basche
546,Luis E. Carazo
77,George Cole
622,Will Forte
628,Peter Graves
363,Nicole Randall Johnson
491,Cas Anvar
4,Tesshô Genda
45,Kim Chan
0,Valentin Golubenko
598,P.J. Soles
507,Tom Cullen
80,Catherine Schell
21,Sandra Staggs
67,Nathalie Baye
589,Alex Kendrick
308,Sonia Braga
144,O.J. Simpson
9,Victoria Learn
507,Michael Irby
5,Kim-Marie Woodhouse
227,Nathalie Fay
36,Garvin Cross
570,Dave Legeno
486,Moritz Bleibtreu
12000,Anthony Hopkins
287,Ray Milland
668,Dee Bradley Baker
133,Béatrice Dalle
906,Jonathan Frakes
0,Beatrice Ntuba
2,Matthew Walker
535,Flea
129,Rosalind Chao
50,Sabrina Revelle
552,Ellen Barkin
106,Brandon Smith
251,Perry King
74,Kimberly Beck
24,Chuck Mitchell
232,Dirk Bogarde
158,Ara Celi
6,Ann Talman
267,Ty Parker
32,Yuanyuan Gao
56,Al Roker
491,Frances Bay
170,Vondie Curtis-Hall
79,Rob Moran
263,Erik Palladino
291,Joshua Ormond
366,Michael Chapman
401,Jacki Weaver
808,Kelsey Grammer
517,Bin Won
963,Zoe Kazan
874,Nadine Velazquez
845,Tony Curran
687,Clive Standen
802,Jim Varney
1000,Stephen Graham
211,Austin O'Brien
0,Jean Caffeine
15,Mike Bell
251,Brian Dietzen
1000,Peter Mensah
631,Harry Connick Jr.
13000,Michael Fassbender
394,Bud Cort
118,Clive Swift
434,Chris Gauthier
941,Caity Lotz
11000,Harrison Ford
195,Enrique Murciano
470,Jake Short
936,Alain Delon
128,Dan O'Herlihy
21,Pei-Pei Cheng
56,Lydia Hearst
512,Sierra McCormick
320,Jean Louisa Kelly
5,Terumi Matthews
2,Brendan Doogie Milewski
262,Tom Guiry
319,French Stewart
15,Mark Zupan
308,Windell Middlebrooks
0,Parker Riggs
2,Antonio Arrué
658,Estella Warren
211,Shona Kay
2,Barbara Kowalcyk
864,Julian Kostov
110,Kyle Gass
1000,Danielle Kotch
367,Dann Florek
41,Julie Engelbrecht
10000,Rupert Grint
353,Mark Moses
2,Bob Dole
350,Brett Cullen
571,James Gunn
464,Vidya Balan
29,Barry Dennen
90,Rae'Ven Kelly
646,Cinda McCain
826,Joanna 'JoJo' Levesque
152,Michael McLafferty
450,Brían F. O'Byrne
328,Rachel True
890,Vivica A. Fox
642,Kevin Nash
349,Charles Mesure
407,Jimmy Jean-Louis
20,Ben Diskin
426,Denise Crosby
956,Leven Rambin
4,Gen Seto
0,William Condos
189,Ruby Harris
503,Charles Napier
533,Paige Turco
45,Sharat Saxena
50,Craig Hall
860,Preity Zinta
466,Hill Harper
541,Spencer Treat Clark
9,Marcell Nagy
15000,Alex Pettyfer
291,Shane Carruth
48,Will Wright
532,Garrett Clayton
199,Madhavan
43,Nathaniel Lees
319,Cabrina Collesides
702,Aaron Staton
113,Hristo Shopov
191,Robert Prosky
861,Henry Thomas
177,Lois Maxwell
388,Della Reese
2000,Lea Michele
623,Ben Gazzara
1000,Shannon Elizabeth
915,Cameron Boyce
12,Philippe Leroy
7,Marv Albert
934,Elodie Yung
998,Sofia Boutella
302,Victor Rasuk
847,Marlee Matlin
525,Rolando Molina
112,Owen Teale
320,Gabriel Damon
384,Garcelle Beauvais
396,Emilia Fox
243,Irene Papas
643,Bob Newhart
368,Alice Krige
355,Rob Morrow
32,Bruce Gooch
600,Marilyn Manson
631,Scott Weinger
844,Bruce Dern
297,Celeste Holm
1000,Seychelle Gabriel
448,Michael Richards
0,Ami Ayalon
378,Yuki Matsuzaki
879,Li Gong
224,Hiam Abbass
385,John Mahoney
62,Dell Yount
463,Yuliya Snigir
918,Katharine Isabelle
73,Benjamin J. Cain Jr.
290,Roger Cross
476,Tamara Taylor
55,Thomas Law
584,Tom Bosley
277,Janet McTeer
17000,Kristen Stewart
124,Julie Dawn Cole
193,Lorelei Linklater
309,Essie Davis
223,Kate Burton
699,James Lipton
51,Gale Sondergaard
242,Amy Hill
135,Jeanne Crain
134,Mel Ferrer
186,Manoj Bajpayee
19,Shailene Garnett
147,Susan Tyrrell
139,Peter Finch
725,Edi Gathegi
23,Nissim Renard
380,Johnny Nguyen
35,Guro Nagelhus Schia
126,Adrian Holmes
48,Max Cullen
107,Ritchie Coster
251,Henry Silva
21,Per Christian Ellefsen
285,Carl Gilliard
235,Steve Bacic
2,Johnnie Walker
378,Diora Baird
923,Vanessa Ferlito
8,Alice Pol
1000,Dominic Flores
402,Adhir Kalyan
35,Gabriel Thomson
0,Quynn Ton
275,Max Casella
119,Harriet Walter
4,Akira Terao
52,Synnøve Macody Lund
650,Jamie Renée Smith
487,Mike White
21,Martin Semmelrogge
718,Beth Riesgraf
147,Justin Edward Seale
571,Maria Conchita Alonso
277,Omar Metwally
418,Mae West
575,Anthony Reynolds
270,Charla Cochran
62,Russi Taylor
466,Chi McBride
24,Doug Cockle
64,Susan Blommaert
1000,Vanessa Williams
749,Eion Bailey
642,Jan-Michael Vincent
821,Bradley Whitford
0,Karen Alexander
391,Craig Sheffer
45,Elena Lyadova
61,Johnny Lever
854,Tom Berenger
346,Gina Holden
16000,Quentin Tarantino
810,Adelaide Kane
447,Vincent Regan
372,Elvis Nolasco
41,Paul McGill
73,Glenn Beck
28,Cameron Rhodes
82,Sana Saeed
321,Christopher Abbott
21,Kelly Lin
1000,Oliver Platt
120,Maurice Compte
478,Wei Zhao
485,Kiowa Gordon
225,Michael Nouri
855,Wes Studi
42,Chris Cleveland
64,Stephen Henderson
165,Gael Le Cornec
757,Amanda Schull
3,Clotilde Mollet
577,Darren McGavin
107,Kick Gurry
1000,Rita Hayworth
136,Stacy Edwards
159,Allison Dean
145,David Clennon
166,Miguel Sandoval
328,Allen Covert
77,Brian d'Arcy James
536,Cybill Shepherd
270,James Pickens Jr.
210,Julia Duffy
535,Mario Van Peebles
28,Shigeo Kobayashi
683,Burt Young
774,Kathleen Robertson
16,Simon Chandler
362,Jürgen Prochnow
708,Natasha Richardson
12,Purab Kohli
85,James Huang
145,Kathleen Freeman
143,Joe McQueen
581,Rick Hoffman
403,Kevin McCarthy
218,Andrew Dice Clay
279,Shiree Nelson
830,Mark Duplass
259,Adam Butcher
20,Malonn Lévana
896,Denis O'Hare
347,Bob Clendenin
180,Stuart Whitman
477,Steve Irwin
111,Paul F. Tompkins
741,Johnny Lewis
71,Deborra-Lee Furness
35,Kate Higgins
59,Edouard Baer
697,Sara Gilbert
613,Shaun Weiss
680,Debi Mazar
2,Jack Canfield
191,Bob Peck
164,Zero Mostel
152,Youssef Hajdi
562,Abraham Benrubi
221,Mary Norwood
266,David A.R. White
569,Emmanuelle Béart
231,Glenne Headly
931,Linda Blair
115,Marty Lindsey
315,Kamil McFadden
289,Emily Alyn Lind
136,Brigitte Helm
229,Misty Upham
1000,Hannah Murray
177,Henry Czerny
82,Eric Stuart
199,Matt Hill
144,Francesca Capaldi
602,Reeve Carney
28,Stéphane Rousseau
42,Siobhan Marshall
412,James Chalke
3000,Carol Ann Susi
107,Nicholas Tse
1000,Ben Feldman
90,Leo Rossi
406,Grace Jones
816,Beverly D'Angelo
37,Nellie McKay
284,Marc Singer
196,Kent McCord
214,Brenda Fricker
963,Chris Zylka
237,Bill Johnson
101,Melvin Van Peebles
82,Leo G. Carroll
587,Paula Garcés
193,Azura Skye
32,Sheila Hancock
285,John Gavin
0,Nargess Mamizadeh
588,Philip Friedman
434,Jorma Taccone
801,Sean Michael Afable
125,Jason Spevack
670,Mason Lee
196,Evan Jones
240,Richard Roundtree
107,Frances Lee McCain
555,Lochlyn Munro
17,Pierre Dulat
2000,Olivia Munn
103,Joe E. Brown
6000,Mackenzie Foy
459,Owain Yeoman
382,Ed Wynn
163,Ana Claudia Talancón
72,Christel Khalil
150,Elizabeth Blackmore
369,Janine Turner
258,Trent Ford
46,Panchito Gómez
65,Scott Reeves
527,Alessandro Nivola
496,Charlie McDermott
775,Luke Bracey
39,Alex Jennings
250,Sergi López
468,Ryan Corr
282,Jerry Mathers
239,Simon Callow
217,Kurt Angle
14,Lisa Gaye
948,Jason Lewis
69,Christopher Robin Miller
3000,Rosario Dawson
47,Louise Sorel
681,Stephen Merchant
779,Brooke Newton
533,Karl E. Landler
518,Jenna Boyd
99,Susie Essman
762,Ed Speleers
12,Mike Nawrocki
73,Robert Lopez
360,Bobby Coleman
693,Michael Jeter
135,Michael Gaston
704,George Harrison
642,Dave Annable
71,Juan Riedinger
563,Andrew Lawrence
119,Katy Jurado
19,Nils-Anders Vallgårda
49,Anna Madeley
109,Ashley Palmer
954,Eric Winter
8,Julie-Marie Parmentier
371,Kellie Martin
11,Derek Graf
674,Alice Cooper
242,Hakeem Kae-Kazim
27,Michel Galabru
292,Keri Lynn Pratt
837,Gillian Jacobs
960,Lili Taylor
618,Tom Arnold
611,Michael Welch
472,Callie Thorne
76,Brian Howe
7,Mary Catherine Garrison
24,Tom Hamann
640,Anthony L. Fernandez
95,Shabana Azmi
16000,Ryan Reynolds
711,Jeanne Tripplehorn
134,Kalim Chandler
844,Hulk Hogan
2,Sedona Legge
938,James Wolk
71,Jeff Lima
2,Agame Malembo-Emene
20,Adriane Lenox
474,Harvey Weinstein
69,Gigi Rice
811,Vincent Schiavelli
85,Gilbert Roland
47,Alex Lawther
8,John Arcilla
272,Nick Searcy
570,Dove Cameron
115,Joe Cornish
909,Michael Moore
436,Robin Sachs
161,Khamani Griffin
359,Lucas Bryant
37,Gregory Scott Cummins
310,Catherine Lough Haggquist
3,A.J. DeLucia
126,Peter Spellos
526,Bobb'e J. Thompson
181,John Doe
221,Ellie Kendrick
34,Jamie Draven
131,Anna-Louise Plowman
534,Portia Doubleday
123,Corey Johnson
0,Peter Agnefjall
897,Edgar Ramírez
62,Harley Jane Kozak
56,Malone Thomas
602,Aryana Engineer
33000,Jizelle Jade
77,Jake Richardson
75,Tom Burlinson
623,Hector Kotsifakis
471,Jason Priestley
127,Dan Bilzerian
769,Finn Wittrock
219,Sunil Shetty
25,Damon Albarn
434,Lynn Whitfield
222,Shane Meadows
169,Iván Kamarás
6,Mélissa Theuriau
252,Eddie 'Piolin' Sotelo
34,Luigi Pistilli
14000,Josh Hutcherson
135,Larry King
239,Firass Dirani
360,Steve Harvey
368,Temuera Morrison
104,Kevin Breznahan
701,James Duval
204,Roscoe Lee Browne
221,Kevin Williamson
876,Enrique Iglesias
12,Ted Markland
521,Tom Hulce
513,Bolaji Badejo
94,Paul Scofield
554,Richard E. Grant
826,Rip Torn
163,Lorna Raver
127,Sara Stewart
227,Steven Mackintosh
230,Ben Johnson
338,Carmen Argenziano
239,Rhonda Fleming
503,Harland Williams
266,Aidan McArdle
0,Gabriel Almirón
15,Christian Alvarez
37,Raphael Barker
118,Vincent Walsh
559,Courtney Gains
167,Eros Vlahos
338,Gbenga Akinnagbe
271,Brooke D'Orsay
525,Anika Noni Rose
969,Ashley Williams
153,Zak Orth
430,Danny Huston
79,Lina Esco
491,Jackie Gleason
679,Melissa Gilbert
3,Natalie Welch
12,Eric Ambriz
584,Amber Stevens West
682,William Holden
354,Reece Thompson
96,Yul Vazquez
415,Michael McElhatton
281,Oliver Cooper
612,Lotte Verbeek
524,Kara Hayward
1000,Laurence Olivier
400,Ashley Bell
334,Rupert Evans
10000,Andrew Garfield
150,Meredith Hagner
3000,Ezra Miller
677,Rob Paulsen
0,Ron Gelner
874,Sissy Spacek
2,Sara Stepnicka
312,Barret Oliver
15,Todd Boyce
47,William Shimell
46,Jiao Xu
314,Maika Monroe
134,Jennifer Lee Wiggins
618,James Mason
322,Howard Hesseman
54,Don Wallace
2000,Dennis Quaid
233,Zach Galligan
366,James Babson
338,Dave Fennoy
269,Conrad Veidt
970,Bill Cobbs
284,Greer Garson
611,David Arquette
137,Charles Keating
1000,Mara Wilson
536,Maria Grazia Cucinotta
168,Derek Brandon
2000,Mike Vogel
66,Conrad Coates
24,Jasper Levine
1000,50 Cent
363,Kaitlyn Dever
218,Paul Ben-Victor
349,Talisa Soto
163,Richard Brake
290,Richard Howland
13,Tim Choate
633,Marisol Nichols
788,Raquel Welch
0,Mary Carr
2000,Alyson Stoner
2000,Topher Grace
328,Jonny Weston
289,Pollyanna McIntosh
75,Arthur O'Connell
23,Phil Vischer
664,Jillian Estell
657,Justin Baldoni
905,John de Lancie
146,Andy Davoli
403,Fernanda Andrade
664,Jonathan Tucker
128,Brian Johnson
34,Armin Rohde
332,Terry Jones
385,Mike Stanley
692,Rupert Everett
279,Max Records
52,Peter Kwong
359,Kira McLean
236,Christina Vidal
209,Randeep Hooda
1000,Janeane Garofalo
180,Hassan Johnson
67,Bruce Altman
295,Louise Bourgoin
175,Jill St. John
754,Anne Bancroft
129,Luis Rosado
835,Andrew Keegan
199,Britt Ekland
680,Olivia Cooke
709,Paul Elia
13,Scandar Copti
194,Richard Sammel
161,James Lance
855,Bethany Joy Lenz
784,David Raizor
485,Jim O'Heir
85,Matt Marr
51,Steven Elder
311,Anita Briem
564,Arjun Rampal
111,Madison McKinley
205,John Beasley
37,Whit Spurgeon
402,Peter Fonda
598,D.B. Woodside
303,Jessica Collins
285,Shirley Knight
363,Marques Houston
11000,Sam Claflin
426,Deborah Kerr
88,Forrest Tucker
813,Rob McElhenney
490,David Niven
6,Denden
64,Nirut Sirichanya
560,Wanda Sykes
23,Colin Stinton
616,Martha MacIsaac
0,Edmund McMillen
430,Charlotte Rae
249,Lindsey Haun
0,Aasheekaa Bathija
376,Bebe Neuwirth
759,Sean Young
626,Jake Lloyd
20,Tygo Gernandt
53,Paul Popplewell
0,Richard Spore
439,Patrick Wayne
441,Alan Dale
45000,Muse Watson
329,Camryn Manheim
582,Larenz Tate
172,Currie Graham
191,Bill Erwin
311,Catherine Hicks
285,Alexis Arquette
86,François Berléand
178,LisaGay Hamilton
79,Jean Peters
552,Donald Watkins
160,Brian Steele
96,Anthony Chau-Sang Wong
325,Mimi Kirkland
611,Molly Parker
141,Harris Yulin
383,Roma Maffia
810,Sarah Rafferty
265,Ben Falcone
414,Virginie Ledoyen
199,Nicole Muñoz
729,Indira Varma
287,Max Riemelt
0,Lyubov Agapova
44,Judith Chapman
74,Ah-sung Ko
134,Kristin Booth
257,Tony Devon
972,Adam Brown
9,André Wilms
422,Shelley Long
123,Homayoun Ershadi
813,Roy Scheider
