facenumber_in_poster,content_rating,num_critic_for_reviews,movie_imdb_link,num_user_for_reviews,num_voted_users,imdb_score
0,PG-13,90,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1,174,29285,5.4
1,PG-13,98,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1,190,21283,5.5
0,R,33,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,52,2735,6.1
0,Approved,130,http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1,267,75280,6.9
2,PG-13,23,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1,37,5673,6.8
0,R,72,http://www.imdb.com/title/tt0206420/?ref_=fn_tt_tt_1,86,8546,5.3
0,,99,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,207,39929,7.7
0,PG-13,82,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,380,131217,7.6
4,R,209,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,192,194489,7.3
0,PG-13,164,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1,214,81523,5.6
4,R,46,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,101,13133,4.6
0,R,21,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,62,4996,5.3
0,R,74,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,30,1758,4.5
1,R,168,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,232,43205,7.4
5,PG-13,202,http://www.imdb.com/title/tt0209163/?ref_=fn_tt_tt_1,890,248045,6.3
2,PG-13,68,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,261,178731,7.7
1,R,121,http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1,76,16224,6.5
3,PG,138,http://www.imdb.com/title/tt0267913/?ref_=fn_tt_tt_1,521,71424,4.9
0,PG,70,http://www.imdb.com/title/tt0141369/?ref_=fn_tt_tt_1,231,36491,4.1
1,PG,40,http://www.imdb.com/title/tt0074174/?ref_=fn_tt_tt_1,91,16323,7.3
5,R,66,http://www.imdb.com/title/tt1641841/?ref_=fn_tt_tt_1,38,5228,5.7
0,R,151,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,433,98354,7.7
8,PG-13,103,http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1,497,93367,6.4
0,PG,266,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1,360,307029,7.6
0,PG-13,371,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,322,145270,7.6
2,,16,http://www.imdb.com/title/tt0475271/?ref_=fn_tt_tt_1,10,1232,6.8
0,R,149,http://www.imdb.com/title/tt1124052/?ref_=fn_tt_tt_1,62,8429,7.7
0,PG,41,http://www.imdb.com/title/tt0944834/?ref_=fn_tt_tt_1,39,10706,6.6
0,R,75,http://www.imdb.com/title/tt1405500/?ref_=fn_tt_tt_1,73,6067,6
1,Not Rated,27,http://www.imdb.com/title/tt0057007/?ref_=fn_tt_tt_1,65,5786,6.9
1,R,656,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,695,452465,7.7
0,R,136,http://www.imdb.com/title/tt0208874/?ref_=fn_tt_tt_1,370,20449,7
0,PG,24,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,55,9852,8.4
0,R,115,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,34,13421,6
0,R,19,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,59,13442,7.2
0,R,130,http://www.imdb.com/title/tt0426459/?ref_=fn_tt_tt_1,252,25542,6.4
4,R,6,http://www.imdb.com/title/tt2048865/?ref_=fn_tt_tt_1,8,520,3.9
1,R,104,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,388,17309,3.3
2,Passed,8,http://www.imdb.com/title/tt0036628/?ref_=fn_tt_tt_1,28,1079,6.5
3,PG-13,215,http://www.imdb.com/title/tt1059786/?ref_=fn_tt_tt_1,318,150764,6.6
1,Approved,82,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,258,66959,7.9
2,Approved,72,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,192,21554,7
0,PG-13,145,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,388,45455,5
1,R,109,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,111,20730,6.9
3,PG-13,85,http://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,338,14747,4.1
2,PG-13,362,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,360,175960,7.3
0,R,57,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1,140,42315,6.6
1,R,148,http://www.imdb.com/title/tt0112864/?ref_=fn_tt_tt_1,346,299258,7.6
1,R,224,http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1,1437,241030,8
3,,46,http://www.imdb.com/title/tt3687310/?ref_=fn_tt_tt_1,38,5255,5.8
1,R,332,http://www.imdb.com/title/tt3152624/?ref_=fn_tt_tt_1,309,94241,6.3
3,PG-13,85,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,131,22649,6.3
0,R,167,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,308,28635,5.1
0,PG-13,140,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,389,25960,4.1
0,PG-13,276,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,148,39764,6.7
0,R,58,http://www.imdb.com/title/tt0106950/?ref_=fn_tt_tt_1,68,23383,5.9
1,PG-13,238,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,244,129495,6.5
0,R,76,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,197,19964,8.2
0,PG-13,109,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,346,34435,4.5
0,PG,147,http://www.imdb.com/title/tt0383216/?ref_=fn_tt_tt_1,424,65499,5.6
2,PG,102,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1,37,5147,6.4
0,PG,96,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,491,277451,8
0,PG,156,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,82,24089,5.5
3,PG,127,http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1,217,61321,6.2
0,R,242,http://www.imdb.com/title/tt0117571/?ref_=fn_tt_tt_1,869,222018,7.2
0,R,186,http://www.imdb.com/title/tt0454082/?ref_=fn_tt_tt_1,278,19918,4.5
0,PG-13,102,http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1,370,58402,5.1
1,PG-13,144,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,340,119807,6
4,R,71,http://www.imdb.com/title/tt0488604/?ref_=fn_tt_tt_1,94,22753,6.1
0,PG-13,18,http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1,111,2253,4.1
1,PG,232,http://www.imdb.com/title/tt0295297/?ref_=fn_tt_tt_1,858,387616,7.4
1,R,36,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1,114,60293,5.5
3,R,49,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,50,2670,6.9
3,PG,16,http://www.imdb.com/title/tt0356443/?ref_=fn_tt_tt_1,50,2919,5.1
0,PG-13,231,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,779,133076,6.4
0,R,81,http://www.imdb.com/title/tt0222851/?ref_=fn_tt_tt_1,133,18520,7.2
0,PG,2,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,8,524,6.5
0,R,36,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,140,50125,5.7
0,PG-13,108,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,349,16747,5.4
0,PG-13,419,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,388,265507,7.7
0,PG,78,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,121,25613,6.5
0,R,25,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,52,4582,6.1
0,PG,181,http://www.imdb.com/title/tt0183523/?ref_=fn_tt_tt_1,949,60467,5.6
0,PG-13,253,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1,342,89770,5.6
9,PG-13,119,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,340,45859,7.5
2,PG-13,378,http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1,918,242420,5.7
4,R,111,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,99,16445,6.1
5,PG,96,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,88,8427,6.4
1,R,55,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,183,71183,7.4
3,R,151,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1,289,22264,3
1,PG-13,46,http://www.imdb.com/title/tt0097499/?ref_=fn_tt_tt_1,108,23441,7.7
0,PG-13,31,http://www.imdb.com/title/tt0116410/?ref_=fn_tt_tt_1,57,8531,6.7
0,R,14,http://www.imdb.com/title/tt0117653/?ref_=fn_tt_tt_1,29,2699,5.6
1,R,178,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,471,130094,6.4
1,R,451,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,1229,392474,7.7
2,PG,148,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,524,329969,7.6
4,R,41,http://www.imdb.com/title/tt0273982/?ref_=fn_tt_tt_1,113,8535,7
1,PG,42,http://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1,154,30230,7.3
3,R,64,http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,112,9283,7
1,PG-13,79,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,223,54650,6.2
0,R,18,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1,46,1339,4.3
4,R,67,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1,86,29385,7.5
0,PG-13,253,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,982,373966,6.9
0,Unrated,47,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1,29,2143,8.3
6,G,27,http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1,100,6484,6.6
0,G,318,http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,626,473887,8
2,R,19,http://www.imdb.com/title/tt0131436/?ref_=fn_tt_tt_1,38,1721,3.9
1,R,9,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1,25,3843,6.4
0,PG-13,196,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,380,71202,4.8
0,R,166,http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1,326,29488,5.9
2,R,157,http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1,198,70681,5.6
1,PG-13,22,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,32,695,6.6
0,PG,17,http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1,103,24958,3.3
0,PG,193,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,692,255447,6.9
1,Not Rated,80,http://www.imdb.com/title/tt0920458/?ref_=fn_tt_tt_1,44,14247,7.3
1,R,79,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,158,98989,6.6
0,PG,64,http://www.imdb.com/title/tt0111070/?ref_=fn_tt_tt_1,111,64742,6.4
0,PG-13,29,http://www.imdb.com/title/tt0156323/?ref_=fn_tt_tt_1,69,6965,5.7
0,R,133,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,317,59232,6.3
1,R,193,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,376,140780,6.3
0,R,73,http://www.imdb.com/title/tt0367082/?ref_=fn_tt_tt_1,45,5603,7.1
0,R,323,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,414,152591,7.3
1,R,142,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,107,81644,8.1
3,R,101,http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1,749,149222,6.9
2,PG-13,297,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,245,84118,6.3
0,PG,240,http://www.imdb.com/title/tt1067106/?ref_=fn_tt_tt_1,249,72809,6.8
0,R,277,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,227,83788,5.9
8,R,133,http://www.imdb.com/title/tt1931435/?ref_=fn_tt_tt_1,108,37493,5.6
0,R,65,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,90,13485,6.4
0,PG,153,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,118,60230,6.7
0,R,357,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2254,259837,7.7
1,PG-13,98,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1,132,29861,5.2
1,R,89,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,394,93494,6.6
0,PG-13,654,http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1,995,465019,7
3,PG-13,82,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,130,10132,4.7
1,PG,408,http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1,704,665575,8.3
0,PG-13,160,http://www.imdb.com/title/tt0335119/?ref_=fn_tt_tt_1,296,60171,7
0,R,30,http://www.imdb.com/title/tt0118541/?ref_=fn_tt_tt_1,49,8005,5.3
0,PG-13,191,http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,1999,254111,6.1
0,R,103,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,290,15104,6.2
3,PG-13,120,http://www.imdb.com/title/tt0762114/?ref_=fn_tt_tt_1,119,32157,5.3
1,PG-13,51,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,102,5613,6.7
1,Not Rated,121,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,65,8867,5.9
1,R,142,http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1,393,146134,6.4
0,PG-13,465,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,440,232187,7.4
0,Not Rated,59,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,20,2541,5.5
0,R,138,http://www.imdb.com/title/tt0199626/?ref_=fn_tt_tt_1,354,18632,5.3
0,PG,8,http://www.imdb.com/title/tt0072626/?ref_=fn_tt_tt_1,21,440,4.1
0,Not Rated,64,http://www.imdb.com/title/tt0255094/?ref_=fn_tt_tt_1,26,4555,7.5
0,PG-13,239,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,1109,268581,7.6
1,R,61,http://www.imdb.com/title/tt0120402/?ref_=fn_tt_tt_1,57,5744,7.1
0,PG-13,286,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1,520,58137,5.5
1,G,80,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,79,13324,5.8
1,PG-13,384,http://www.imdb.com/title/tt1617661/?ref_=fn_tt_tt_1,720,139593,5.4
4,R,222,http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1,199,72693,6.9
2,PG-13,177,http://www.imdb.com/title/tt1430612/?ref_=fn_tt_tt_1,112,32103,5.7
0,,19,http://www.imdb.com/title/tt0116729/?ref_=fn_tt_tt_1,5,1470,7
0,Approved,74,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,116,11047,7.1
0,R,164,http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1,147,19875,6.2
0,PG-13,216,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,200,66511,7.5
3,G,119,http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1,406,148172,8
2,PG-13,40,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66,17365,5.9
2,PG,29,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,95,17982,7
0,PG-13,77,http://www.imdb.com/title/tt1316616/?ref_=fn_tt_tt_1,53,3865,5.9
4,PG,27,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,20,2302,7
0,PG-13,279,http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1,791,186879,6.2
0,PG,112,http://www.imdb.com/title/tt0102975/?ref_=fn_tt_tt_1,188,55513,7.2
0,R,265,http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1,2368,982637,8.5
0,R,80,http://www.imdb.com/title/tt0119361/?ref_=fn_tt_tt_1,197,11550,7.3
3,PG,25,http://www.imdb.com/title/tt0448182/?ref_=fn_tt_tt_1,10,374,5.4
4,PG-13,37,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,89,17859,6.6
0,R,169,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1,498,135246,7.3
3,R,383,http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1,474,246803,6.7
1,R,154,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,96,16984,5.3
0,PG-13,199,http://www.imdb.com/title/tt0968264/?ref_=fn_tt_tt_1,135,23696,7
2,PG-13,123,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,154,44453,5.8
2,R,75,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1,397,120202,6.7
2,PG,6,http://www.imdb.com/title/tt0099816/?ref_=fn_tt_tt_1,14,1984,6.7
4,PG-13,49,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,85,3668,4.6
0,R,112,http://www.imdb.com/title/tt0464049/?ref_=fn_tt_tt_1,172,17770,6.9
0,PG-13,109,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,89,12233,6.8
0,PG-13,275,http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,781,111609,7.3
2,PG-13,474,http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,867,188457,6.6
2,R,25,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,36,819,6.5
0,,2,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1,1,102,7
0,X,21,http://www.imdb.com/title/tt0168192/?ref_=fn_tt_tt_1,5,161,4
0,R,151,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1,243,31130,7.4
0,Not Rated,39,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,12,4006,5.8
0,PG,132,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,112,17590,5.4
1,R,30,http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1,109,12549,6.6
6,R,4,http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1,12,1427,3.2
1,R,116,http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1,254,53126,6.6
1,R,224,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,559,158267,6.7
0,PG,60,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,226,102918,6.5
0,PG,276,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,1053,155745,6.8
0,PG-13,144,http://www.imdb.com/title/tt0470765/?ref_=fn_tt_tt_1,150,12197,6.3
0,R,168,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,84,60407,5.9
4,R,52,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,107,21212,6.7
0,R,280,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,229,117739,6.4
0,R,137,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,120,13913,4
3,PG-13,87,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,32,2167,7.1
2,PG-13,65,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1,252,46482,6.7
1,R,133,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,70,17169,5.5
0,PG-13,302,http://www.imdb.com/title/tt0449088/?ref_=fn_tt_tt_1,1238,471220,7.1
1,R,205,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,673,38985,4.4
0,PG,308,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,275,142403,6.4
0,PG-13,223,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,1017,172080,7.2
1,PG-13,242,http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1,597,244566,6.8
4,PG,242,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,1123,387508,8.6
3,PG-13,2,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,5,606,5.6
2,R,43,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,25,2659,5.7
2,PG-13,70,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,164,26051,4.4
0,R,91,http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1,153,18792,6.6
3,R,11,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1,14,801,3.5
1,PG-13,84,http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1,140,22844,5.6
0,PG,151,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,235,88714,6.3
15,,34,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,94,13543,7.6
0,PG,188,http://www.imdb.com/title/tt1080016/?ref_=fn_tt_tt_1,132,166791,7
2,R,253,http://www.imdb.com/title/tt1974419/?ref_=fn_tt_tt_1,73,9866,7
0,PG,238,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,101,36877,6.7
1,R,324,http://www.imdb.com/title/tt1915581/?ref_=fn_tt_tt_1,281,108843,6.1
1,R,50,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,95,84824,6.4
1,R,170,http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1,444,196422,7
2,PG,153,http://www.imdb.com/title/tt0128853/?ref_=fn_tt_tt_1,556,151812,6.5
0,PG-13,111,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,588,357581,7.9
3,R,91,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,236,76467,6.8
2,PG-13,45,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,50,5431,5.3
0,R,676,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,1264,431578,7.8
2,PG-13,246,http://www.imdb.com/title/tt2234155/?ref_=fn_tt_tt_1,281,159931,6.3
2,R,32,http://www.imdb.com/title/tt0104427/?ref_=fn_tt_tt_1,68,17124,6.6
0,R,137,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,214,19397,7.4
3,R,258,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,165,55441,6.9
1,R,341,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,324,102125,7
3,PG,284,http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1,3516,464310,6.7
0,PG,76,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,83,14888,4.4
1,R,3,http://www.imdb.com/title/tt1800337/?ref_=fn_tt_tt_1,18,610,3.1
2,PG,107,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,186,24436,5.9
6,R,8,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,3,1305,5.4
1,R,73,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,23,5489,7.3
2,R,31,http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1,44,3536,6.3
2,,1,http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1,8,745,6.6
1,,14,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,35,11010,7.5
1,PG-13,54,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,111,10413,6.3
4,Not Rated,50,http://www.imdb.com/title/tt2176013/?ref_=fn_tt_tt_1,286,42296,6.9
2,R,49,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,40,4663,5.1
0,PG-13,131,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,284,38658,5
0,,8,http://www.imdb.com/title/tt3155604/?ref_=fn_tt_tt_1,3,2488,7.5
0,R,63,http://www.imdb.com/title/tt1148200/?ref_=fn_tt_tt_1,48,4122,4.1
0,R,20,http://www.imdb.com/title/tt1314190/?ref_=fn_tt_tt_1,23,554,5.2
1,PG-13,18,http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1,18,806,5.7
0,R,174,http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1,602,143137,7.6
2,PG-13,54,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,42,7444,5.1
0,PG-13,144,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,273,28807,5.9
2,R,126,http://www.imdb.com/title/tt0265208/?ref_=fn_tt_tt_1,513,171151,6.8
0,R,62,http://www.imdb.com/title/tt0082509/?ref_=fn_tt_tt_1,147,23516,6.7
0,PG-13,61,http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,101,53132,5.8
1,R,217,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1,612,107557,7.2
3,PG-13,325,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,147,55539,7
0,R,13,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,11,6741,6.5
1,PG,6,http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1,33,833,6.9
1,PG,205,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,483,314630,7.2
1,PG,100,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,99,17829,3.7
1,PG,310,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,279,143121,7.7
3,R,64,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1,130,91176,6.6
0,R,16,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,51,1976,7.2
2,R,76,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,73,18313,5.1
1,PG,137,http://www.imdb.com/title/tt0386140/?ref_=fn_tt_tt_1,244,71574,5.9
0,PG,38,http://www.imdb.com/title/tt0361715/?ref_=fn_tt_tt_1,43,6454,7.3
3,PG-13,342,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,366,284792,7.3
1,PG-13,94,http://www.imdb.com/title/tt0144528/?ref_=fn_tt_tt_1,171,39391,4.3
0,PG-13,102,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1,554,100821,4.8
0,PG-13,71,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,104,43013,7.7
1,R,79,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,47,3077,6.7
2,PG-13,104,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,160,33887,5.9
0,G,92,http://www.imdb.com/title/tt0265662/?ref_=fn_tt_tt_1,174,26434,7
7,PG-13,234,http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1,205,125036,6.7
1,PG,109,http://www.imdb.com/title/tt0312528/?ref_=fn_tt_tt_1,456,36033,3.8
1,X,137,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,287,22929,5.2
